id,name,date,promoter,location,attendance,created_at,modified_at
429,King Of The Cage: Honor,2010-05-14,King Of The Cage,,,2019-04-01T20:21:06.910428,2019-04-01T20:21:06.910428
422,Bellator Fighting Championship 82,2012-11-30,Bellator,,,2019-04-01T20:20:50.612932,2019-04-01T20:20:50.612932
402,UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,UFC,"Hamburg, Hamburg, Germany",11763.0,2019-04-01T20:20:10.908860,2019-04-02T16:00:05.626907
430,Bellator 148: Daley vs. Uhrich,2016-01-29,Bellator,,,2019-04-01T20:21:07.212338,2019-04-01T20:21:07.212338
404,UFC: The Ultimate Fighter 18 Finale,2013-11-30,UFC,"Las Vegas, Nevada, USA",4346.0,2019-04-01T20:20:13.910022,2019-04-02T17:45:00.881070
424,One FC 9: Rise to Power,2013-05-31,OneFC,,,2019-04-01T20:20:58.100424,2019-04-01T20:20:58.100424
405,UFC 123: Rampage vs. Machida,2010-11-20,UFC,"Auburn Hills, Michigan, USA",16404.0,2019-04-01T20:20:13.962921,2019-04-02T17:37:57.764770
420,Fight Nights Global 82: Minakov vs Johnson,2017-12-16,Fight Nights Global,,,2019-04-01T20:20:49.837121,2019-04-01T20:20:49.837121
409,UFC 185: Pettis vs. dos Anjos,2015-03-14,UFC,"Dallas, Texas, USA",17160.0,2019-04-01T20:20:23.779233,2019-04-02T16:12:19.642172
423,ONE Championship 45: Heroes of the World,2016-08-13,OneFC,,,2019-04-01T20:20:55.429232,2019-04-01T20:20:55.429232
425,M-1 Challenge 80,2017-06-15,M Challenge,,,2019-04-01T20:20:58.319599,2019-04-01T20:20:58.319599
428,M-1 Challenge 90: Kunchenko vs. Butenko,2018-03-30,M Challenge,,,2019-04-01T20:21:04.949296,2019-04-01T20:21:04.949296
418,UFC 201: Lawler vs. Woodley,2016-07-30,UFC,"Atlanta, Georgia, USA",10240.0,2019-04-01T20:20:40.279167,2019-04-02T17:39:40.466633
419,UFC: The Ultimate Fighter 24 Finale,2016-12-03,UFC,"Las Vegas, Nevada, USA",2044.0,2019-04-01T20:20:44.023470,2019-04-02T16:00:05.996145
433,War On The Mainland,2010-08-14,War On The Mainland,,,2019-04-01T20:21:12.793800,2019-04-01T20:21:12.793800
434,Bellator 161: Kongo vs. Johnson,2016-09-16,Bellator,,,2019-04-01T20:21:15.002855,2019-04-01T20:21:15.002855
435,Shark Fights 18: Nelson vs. Wetherspoon,2011-08-19,Shark Fights,,,2019-04-01T20:21:15.386938,2019-04-01T20:21:15.386938
436,Bitetti Combat 4,2009-09-12,Bitetti Combat,,,2019-04-01T20:21:16.137242,2019-04-01T20:21:16.137242
438,Bellator 183: Henderson vs. Pitbull,2017-09-23,Bellator,,,2019-04-01T20:21:16.357936,2019-04-01T20:21:16.357936
439,Cage Contender XII,2012-02-25,Cage Contender,,,2019-04-01T20:21:21.759809,2019-04-01T20:21:21.759809
441,Bellator 136: Brooks vs. Jansen,2015-04-10,Bellator,,,2019-04-01T20:21:23.712084,2019-04-01T20:21:23.712084
445,BattleGrounds MMA: O.N.E.,2014-10-03,Battle Grounds Mma,,,2019-04-01T20:21:28.420565,2019-04-01T20:21:28.420565
447,Bodog Fight,2007-07-14,Bodog Fight,,,2019-04-01T20:21:31.275909,2019-04-01T20:21:31.275909
448,Fight Nights Global 64,2017-04-28,Fight Nights Global,,,2019-04-01T20:21:32.857484,2019-04-01T20:21:32.857484
450,Legacy FC vs. RFA,2015-05-08,Legacy F Cvs Rfa,,,2019-04-01T20:21:35.012219,2019-04-01T20:21:35.012219
451,RFA 18: Manzanares vs. Pantoja,2014-09-12,RFA,,,2019-04-01T20:21:36.350652,2019-04-01T20:21:36.350652
453,Fight Nights Global 85: Alikhanov vs. Kopylov,2018-03-30,Fight Nights Global,,,2019-04-01T20:21:36.859957,2019-04-01T20:21:36.859957
455,Bellator Fighting Championship 5,2009-05-01,Bellator,,,2019-04-01T20:21:40.772639,2019-04-01T20:21:40.772639
456,Bellator Fighting Championship 78,2012-10-26,Bellator,,,2019-04-01T20:21:41.866668,2019-04-01T20:21:41.866668
457,ShoXC: Elite Challenger Series,2008-01-25,Sho,,,2019-04-01T20:21:43.619241,2019-04-01T20:21:43.619241
458,DREAM 4,2008-06-15,DREAM,,,2019-04-01T20:21:46.281913,2019-04-01T20:21:46.281913
461,Bellator Fighting Championships 17,2010-05-06,Bellator,,,2019-04-01T20:21:47.672395,2019-04-01T20:21:47.672395
462,CES MMA 55: Wells vs. De Jesus,2019-03-29,CESMMA,,,2019-04-01T20:21:48.803582,2019-04-01T20:21:48.803582
465,NAAFS: Fight Nite In The Flats VIII,2012-06-02,NAAFS,,,2019-04-01T20:21:56.525963,2019-04-01T20:21:56.525963
466,DREAM 1,2008-03-15,DREAM,,,2019-04-01T20:22:04.985415,2019-04-01T20:22:04.985415
467,Score Fighting Series,2011-06-10,Score Fighting Series,,,2019-04-01T20:22:10.468404,2019-04-01T20:22:10.468404
468,Fight Nights Global 69,2017-06-30,Fight Nights Global,,,2019-04-01T20:22:13.000330,2019-04-01T20:22:13.000330
470,FieLDS: Dynamite!! 2008,2008-12-31,Fie Lds,,,2019-04-01T20:22:16.107306,2019-04-01T20:22:16.107306
471,Victory FC 57: Gallemore vs. James,2017-05-05,Victory Fc,,,2019-04-01T20:22:17.760343,2019-04-01T20:22:17.760343
472,Cage Warriors 64: Pennington vs. Tait,2014-02-15,Cage Warriors,,,2019-04-01T20:22:17.859473,2019-04-01T20:22:17.859473
473,Victory FC 50: Wagner vs. Gallemore,2016-05-21,Victory Fc,,,2019-04-01T20:22:18.664555,2019-04-01T20:22:18.664555
474,Victory FC 55: Lindsey vs. Cochrane 2,2016-12-23,Victory Fc,,,2019-04-01T20:22:20.995055,2019-04-01T20:22:20.995055
475,DREAM 17: World Bantamweight GP,2011-09-24,DREAM,,,2019-04-01T20:22:22.702668,2019-04-01T20:22:22.702668
476,DREAM: New Year! 2011,2011-12-31,DREAM,,,2019-04-01T20:22:24.739919,2019-04-01T20:22:24.739919
440,UFC Fight Night 121: Werdum vs. Tybura,2017-11-18,UFC,"Sydney, New South Wales, Australia",10021.0,2019-04-01T20:21:23.539251,2019-04-02T15:59:55.816419
443,UFC Fight Night 45: Cerrone vs. Miller,2014-07-16,UFC,"Atlantic City, New Jersey, USA",4115.0,2019-04-01T20:21:27.944794,2019-04-02T16:00:00.676807
454,UFC 122: Marquardt vs. Okami,2010-11-13,UFC,"Oberhausen, North Rhine-Westphalia, Germany",8421.0,2019-04-01T20:21:38.346185,2019-04-02T16:00:03.696428
459,UFC 197: Jones vs. Saint Preux,2016-04-23,UFC,"Las Vegas, Nevada, USA",11352.0,2019-04-01T20:21:47.353254,2019-04-02T16:02:21.894761
463,UFC Fight Night 53: Nelson vs. Story,2014-10-04,UFC,"Stockholm, Sweden",10026.0,2019-04-01T20:21:51.028988,2019-04-02T16:12:59.114860
452,UFC Fight Night 69: Jedrzejczyk vs. Penne,2015-06-20,UFC,"Berlin, Berlin, Germany",8155.0,2019-04-01T20:21:36.598699,2019-04-02T16:15:07.439347
444,UFC Fight Night 87: Overeem vs. Arlovski,2016-05-08,UFC,"Rotterdam, Zuid-Holland, Netherlands",10421.0,2019-04-01T20:21:28.024347,2019-04-02T17:36:52.262917
469,UFC Fight Night 78: Magny vs. Gastelum,2015-11-21,UFC,"Monterrey, Nuevo Leon, Mexico",10410.0,2019-04-01T20:22:13.292056,2019-04-02T17:37:15.290549
442,UFC Fight Night 54: MacDonald vs. Saffiedine,2014-10-04,UFC,"Halifax, Nova Scotia, Canada",10782.0,2019-04-01T20:21:26.761474,2019-04-02T17:37:24.692013
437,UFC 193: Rousey vs. Holm,2015-11-14,UFC,"Melbourne, Victoria, Australia",56214.0,2019-04-01T20:21:16.269359,2019-04-02T17:44:41.393143
507,WEC 32,2008-02-13,WEC,,,2019-04-01T20:23:24.884955,2019-04-01T20:23:24.884955
529,Titan Fighting Championship 19,2011-07-29,Titan Fighting Championship,,,2019-04-01T20:24:21.643219,2019-04-01T20:24:21.643219
477,UFC Fight Night 129: Maia vs. Usman,2018-05-19,UFC,"Santiago, Chile",11082.0,2019-04-01T20:22:24.965316,2019-04-02T17:36:47.957933
478,Bellator Fighting Championship 56,2011-10-29,Bellator,,,2019-04-01T20:22:25.389246,2019-04-01T20:22:25.389246
493,M-1 Challenge 26: Bennett vs. Garner,2011-07-08,M Challenge,,,2019-04-01T20:22:56.344472,2019-04-01T20:22:56.344472
523,Bellator 131: Tito vs. Bonnar,2014-11-15,Bellator,,,2019-04-01T20:23:56.162969,2019-04-01T20:23:56.162969
479,Bitetti Combat 5,2009-12-12,Bitetti Combat,,,2019-04-01T20:22:26.981544,2019-04-01T20:22:26.981544
489,WEC 29,2007-08-05,WEC,,,2019-04-01T20:22:49.608157,2019-04-01T20:22:49.608157
505,World Series of Fighting 7: Karakhanyan vs. Palmer,2013-12-07,WSOF,,,2019-04-01T20:23:22.748198,2019-04-01T20:23:22.748198
506,Strikeforce: Houston,2010-08-21,Strikeforce,,,2019-04-01T20:23:24.441121,2019-04-01T20:23:24.441121
539,Bellator and USO Present: Salute the Troops,2018-12-14,Bellator,,,2019-04-01T20:24:37.278687,2019-04-01T20:24:37.278687
552,Xtreme Fighting Championship 18: Music City Mayhem,2012-06-22,Xtreme Fighting Championship,,,2019-04-01T20:24:55.625023,2019-04-01T20:24:55.625023
563,ONE FC 22: Battle of Lions,2014-11-07,OneFC,,,2019-04-01T20:25:05.921652,2019-04-01T20:25:05.921652
538,UFC 98: Evans vs Machida,2009-05-23,UFC,"Las Vegas, Nevada, USA",12606.0,2019-04-01T20:24:35.806517,2019-04-02T16:00:57.352507
480,UFC Fight Night 49: Henderson vs. Dos Anjos,2014-08-23,UFC,"Tulsa, Oklahoma, USA",7119.0,2019-04-01T20:22:29.674001,2019-04-02T17:43:00.536767
487,Dana White's Contender Series Brazil 1,2018-08-24,Dana Whites Contender Series Brazil,,,2019-04-01T20:22:47.185699,2019-04-01T20:22:47.185699
513,Strikeforce: Overeem vs. Werdum,2011-06-18,Strikeforce,,,2019-04-01T20:23:38.757363,2019-04-01T20:23:38.757363
521,Victory FC 50: Wagner vs. Gallemore,2016-03-17,Victory Fc,,,2019-04-01T20:23:52.586821,2019-04-01T20:23:52.586821
562,Bellator 130: Newton vs. Vassell,2014-10-24,Bellator,,,2019-04-01T20:25:04.691689,2019-04-01T20:25:04.691689
481,UFC 105: Couture vs Vera,2009-11-14,UFC,"Manchester, England, United Kingdom",16693.0,2019-04-01T20:22:30.963809,2019-04-02T16:20:37.482993
482,Shine Fights: Genesis,2009-05-09,Shine Fights,,,2019-04-01T20:22:37.827086,2019-04-01T20:22:37.827086
496,LFA 24: Frincu vs. Millender,2017-10-13,LFA,,,2019-04-01T20:22:59.301831,2019-04-01T20:22:59.301831
501,ONE FC 20: Rise of the Kingdom,2014-09-12,OneFC,,,2019-04-01T20:23:06.427012,2019-04-01T20:23:06.427012
504,ONE Championship 55: Dynasty of Heroes,2017-05-26,OneFC,,,2019-04-01T20:23:22.718394,2019-04-01T20:23:22.718394
512,RFA 26: Smith vs. Smith,2015-06-05,RFA,,,2019-04-01T20:23:35.611234,2019-04-01T20:23:35.611234
544,UFC on FX 1: Guillard vs. Miller,2012-01-20,UFC,"Nashville, Tennessee, USA",0.0,2019-04-01T20:24:43.410367,2019-04-02T16:00:01.650735
517,Strikeforce: Marquardt vs. Saffiedine,2013-01-12,Strikeforce,,,2019-04-01T20:23:49.429709,2019-04-01T20:23:49.429709
541,Bellator Fighting Championships 16,2010-04-29,Bellator,,,2019-04-01T20:24:38.805374,2019-04-01T20:24:38.805374
556,ONE Championship 42: Ascent to Power,2016-05-06,OneFC,,,2019-04-01T20:24:59.526040,2019-04-01T20:24:59.526040
483,UFC 127: Penn vs. Fitch,2011-02-26,UFC,"Sydney, New South Wales, Australia",18186.0,2019-04-01T20:22:38.168635,2019-04-02T17:38:18.677238
484,PFL: Fight Night,2017-11-02,PFL,,,2019-04-01T20:22:39.451073,2019-04-01T20:22:39.451073
510,WSOF 18: Moraes vs. Hill,2015-02-12,WSOF,,,2019-04-01T20:23:33.456489,2019-04-01T20:23:33.456489
514,Dana White's Contender Series Brazil 3,2018-09-07,Dana Whites Contender Series Brazil,,,2019-04-01T20:23:41.573483,2019-04-01T20:23:41.573483
545,UFC: The Ultimate Fighter 7 Finale,2008-06-21,UFC,"Las Vegas, Nevada, USA",2140.0,2019-04-01T20:24:45.304306,2019-04-02T16:23:18.720675
485,Bellator Fighting Championships 20,2010-05-27,Bellator,,,2019-04-01T20:22:40.819849,2019-04-01T20:22:40.819849
549,Bellator 185: Mousasi vs. Shlemenko,2017-10-20,Bellator,,,2019-04-01T20:24:52.304864,2019-04-01T20:24:52.304864
511,UFC 138: Leben vs. Munoz,2011-11-05,UFC,"Birmingham, England, United Kingdom",10823.0,2019-04-01T20:23:34.140454,2019-04-02T17:37:40.129035
486,UFC 149: Faber vs. Barao,2012-07-21,UFC,"Calgary, Alberta, Canada",16089.0,2019-04-01T20:22:41.333988,2019-04-02T16:03:11.708290
520,UFC 85: Bedlam,2008-06-07,UFC,"London, England, United Kingdom",15327.0,2019-04-01T20:23:52.168503,2019-04-02T16:23:17.872540
488,Bellator Fighting Championship 90: Martinez vs. Shamhalaev,2013-02-21,Bellator,,,2019-04-01T20:22:49.116230,2019-04-01T20:22:49.116230
503,XFC 23: Louisville Slugfest,2013-04-19,XFC,,,2019-04-01T20:23:22.165635,2019-04-01T20:23:22.165635
540,UFC Fight Night 23: Fight For The Troops II,2011-01-22,UFC,"Killeen, Texas, USA",3200.0,2019-04-01T20:24:38.705859,2019-04-02T16:07:08.826162
490,MFC 23: Unstoppable,2009-12-04,MFC,,,2019-04-01T20:22:50.681167,2019-04-01T20:22:50.681167
495,Impact FC 1: The Uprising,2010-07-10,Impact Fc,,,2019-04-01T20:22:59.030976,2019-04-01T20:22:59.030976
491,Bellator Fighting Championship 63,2012-03-30,Bellator,,,2019-04-01T20:22:51.512353,2019-04-01T20:22:51.512353
543,Cage Contender XVII,2013-05-25,Cage Contender,,,2019-04-01T20:24:42.460096,2019-04-01T20:24:42.460096
522,UFC on FX 2: Alves vs. Kampmann,2012-03-02,UFC,"Sydney, New South Wales, Australia",14537.0,2019-04-01T20:23:53.394035,2019-04-02T16:03:12.404954
492,LFA 44: Frincu vs. Aguilera,2018-06-29,LFA,,,2019-04-01T20:22:53.519554,2019-04-01T20:22:53.519554
497,ONE Championship 32: Pride of Lions,2015-11-13,OneFC,,,2019-04-01T20:22:59.375145,2019-04-01T20:22:59.375145
498,ONE Championship 73: Unstoppable Dreams,2018-05-18,OneFC,,,2019-04-01T20:23:01.897787,2019-04-01T20:23:01.897787
502,ONE Championship 65: Immortal Pursuit,2017-11-24,OneFC,,,2019-04-01T20:23:17.232214,2019-04-01T20:23:17.232214
554,Golden Ring,2013-06-14,Golden Ring,,,2019-04-01T20:24:56.726481,2019-04-01T20:24:56.726481
560,Dana White's Contender Series Brazil 2,2018-08-31,Dana Whites Contender Series Brazil,,,2019-04-01T20:25:02.691663,2019-04-01T20:25:02.691663
535,UFC 115: Liddell vs. Franklin,2010-06-12,UFC,"Vancouver, British Columbia, Canada",17669.0,2019-04-01T20:24:30.709100,2019-04-02T16:19:36.627513
509,ONE Championship 49: Defending Honor,2016-11-11,OneFC,,,2019-04-01T20:23:27.724991,2019-04-01T20:23:27.724991
499,UFC Fight Night 62: Maia vs. LaFlare,2015-03-21,UFC,"Rio de Janeiro, Brazil",7707.0,2019-04-01T20:23:02.385924,2019-04-02T16:02:18.511910
494,UFC 158: St-Pierre vs. Diaz,2013-03-16,UFC,"Montreal, Quebec, Canada",20145.0,2019-04-01T20:22:58.149827,2019-04-02T16:03:12.074281
500,UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,UFC,"Phoenix, Arizona, USA",11589.0,2019-04-01T20:23:03.916703,2019-04-02T16:09:07.498419
542,UFC on FOX 7: Henderson vs. Melendez,2013-04-20,UFC,"San Jose, California, USA",13506.0,2019-04-01T20:24:41.707560,2019-04-02T16:15:51.610937
537,UFC On Versus 6: Cruz vs. Johnson,2011-10-01,UFC,"Washington, DC, USA",9380.0,2019-04-01T20:24:34.572418,2019-04-02T16:18:34.143983
508,UFC 174: Johnson vs. Bagautinov,2014-06-14,UFC,"Vancouver, British Columbia, Canada",13506.0,2019-04-01T20:23:27.169306,2019-04-02T16:01:59.202053
547,UFC Fight Night 20: Maynard vs Diaz,2010-01-11,UFC,"Fairfax, Virginia, USA",8078.0,2019-04-01T20:24:46.223013,2019-04-02T16:20:39.320115
534,Bellator Fighting Championship 30,2010-09-23,Bellator,,,2019-04-01T20:24:30.525871,2019-04-01T20:24:30.525871
515,UFC 165: Jones vs. Gustafsson,2013-09-21,UFC,"Toronto, Ontario, Canada",15504.0,2019-04-01T20:23:42.290276,2019-04-02T16:02:30.775630
536,Bellator Fighting Championship 50,2011-09-17,Bellator,,,2019-04-01T20:24:32.694095,2019-04-01T20:24:32.694095
516,UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,UFC,"Stockholm, Sweden",12668.0,2019-04-01T20:23:44.852356,2019-04-02T17:39:28.981990
561,WSOF 14: Shields vs. Ford,2014-10-11,WSOF,,,2019-04-01T20:25:02.700059,2019-04-01T20:25:02.700059
518,UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,UFC,"Belfast, Northern Ireland, United Kingdom",7222.0,2019-04-01T20:23:50.444328,2019-04-02T18:00:19.349880
546,MFC 20: Destined For Greatness,2009-02-20,MFC,,,2019-04-01T20:24:45.836079,2019-04-01T20:24:45.836079
555,RFA 35: Castillo vs. Moises,2016-02-19,RFA,,,2019-04-01T20:24:58.999818,2019-04-01T20:24:58.999818
519,UFC 178: Johnson vs. Cariaso,2014-09-27,UFC,"Las Vegas, Nevada, USA",10544.0,2019-04-01T20:23:51.736688,2019-04-02T17:43:06.983722
558,Cage Warriors Fight Night 4,2012-03-16,Cage Warriors,,,2019-04-01T20:25:00.915348,2019-04-01T20:25:00.915348
524,UFC Fight Night 89: MacDonald vs. Thompson,2016-06-18,UFC,"Ottawa, Ontario, Canada",10490.0,2019-04-01T20:24:00.756116,2019-04-02T16:10:40.583285
557,WCF 7,2009-06-27,WCF,,,2019-04-01T20:24:59.587391,2019-04-01T20:24:59.587391
525,UFC Fight Night 58: Machida vs. Dollaway,2014-12-20,UFC,"Barueri, Sao Paulo, Brazil",0.0,2019-04-01T20:24:04.479866,2019-04-02T17:36:52.251357
551,Bellator Fighting Championship 79,2012-11-02,Bellator,,,2019-04-01T20:24:53.395007,2019-04-01T20:24:53.395007
526,UFC 167: St-Pierre vs. Hendricks,2013-11-16,UFC,"Las Vegas, Nevada, USA",14856.0,2019-04-01T20:24:07.686224,2019-04-02T16:02:26.231216
553,Cage Warriors 47,2012-06-02,Cage Warriors,,,2019-04-01T20:24:55.884993,2019-04-01T20:24:55.884993
527,UFC 214: Cormier vs. Jones 2,2017-07-29,UFC,"Anaheim, California, USA",16610.0,2019-04-01T20:24:08.795018,2019-04-02T16:01:59.969217
528,UFC Fight Night 38: Shogun vs. Henderson,2014-03-23,UFC,"Natal, Rio Grande do Norte, Brazil",6828.0,2019-04-01T20:24:17.599316,2019-04-02T16:02:48.052258
550,Superior Challenge 14,2016-10-08,Superior Challenge,,,2019-04-01T20:24:52.406943,2019-04-01T20:24:52.406943
565,Legacy FC 49: Krantz vs. Morono,2015-12-04,Legacy Fc,,,2019-04-01T20:25:08.113328,2019-04-01T20:25:08.113328
530,UFC 210: Cormier vs. Johnson 2,2017-04-08,UFC,"Buffalo, New York, USA",17110.0,2019-04-01T20:24:23.867440,2019-04-02T16:01:23.014262
531,UFC Fight Night 107: Manuwa vs. Anderson,2017-03-18,UFC,"London, England, United Kingdom",15761.0,2019-04-01T20:24:24.409116,2019-04-02T16:01:23.805431
548,Bellator 203: Pitbull vs. Weichel 2,2018-07-14,Bellator,,,2019-04-01T20:24:48.809729,2019-04-01T20:24:48.809729
559,ONE Championship 60: Shanghai,2017-09-02,OneFC,,,2019-04-01T20:25:02.646458,2019-04-01T20:25:02.646458
532,UFC Fight Night 115: Volkov vs. Struve,2017-09-02,UFC,"Rotterdam, Zuid-Holland, Netherlands",10421.0,2019-04-01T20:24:26.453787,2019-04-02T17:59:55.678284
564,ONE Championship 27: Warrior's Quest,2015-05-22,OneFC,,,2019-04-01T20:25:07.597887,2019-04-01T20:25:07.597887
566,Bellator Fighting Championships 19,2010-05-20,Bellator,,,2019-04-01T20:25:09.321647,2019-04-01T20:25:09.321647
567,Legacy FC 52: Schnell vs. Mai,2016-03-25,Legacy Fc,,,2019-04-01T20:25:09.667691,2019-04-01T20:25:09.667691
568,LFA 4: Aguilar vs. Jackson,2017-02-17,LFA,,,2019-04-01T20:25:13.493097,2019-04-01T20:25:13.493097
569,WSOF 21: Palmer vs. Horodecki,2015-06-05,WSOF,,,2019-04-01T20:25:15.057558,2019-04-01T20:25:15.057558
572,Bellator 209: Freire vs. Sanchez,2018-11-15,Bellator,,,2019-04-01T20:25:25.150961,2019-04-01T20:25:25.150961
574,CES MMA 48: Rebello vs. Wiuff,2018-02-02,CESMMA,,,2019-04-01T20:25:30.334885,2019-04-01T20:25:30.334885
575,Amazon Forest Combat 1,2011-09-14,Amazon Forest Combat,,,2019-04-01T20:25:31.765183,2019-04-01T20:25:31.765183
576,Titan FC 31: Green vs. Torres,2014-10-31,Titan Fc,,,2019-04-01T20:25:35.678937,2019-04-01T20:25:35.678937
579,IFL: New Blood New Battles,2008-04-04,IFL,,,2019-04-01T20:25:39.430013,2019-04-01T20:25:39.430013
580,Strikeforce Challengers 19: Larkin vs. Rossborough,2011-09-23,Strikeforce,,,2019-04-01T20:25:42.851885,2019-04-01T20:25:42.851885
581,Titan FC 49: Gomez vs. Soares,2018-04-06,Titan Fc,,,2019-04-01T20:25:43.692409,2019-04-01T20:25:43.692409
582,Art Of Fighting 4: Cruz vs Sauer,2009-08-22,Art Of Fighting,,,2019-04-01T20:25:45.232983,2019-04-01T20:25:45.232983
584,Titan FC 50: Manfio vs. Outlaw,2018-06-29,Titan Fc,,,2019-04-01T20:25:51.258429,2019-04-01T20:25:51.258429
585,Cage Warriors 75: Hermansson vs. Carlos,2016-04-15,Cage Warriors,,,2019-04-01T20:25:51.552258,2019-04-01T20:25:51.552258
586,Superior Challenge 11,2014-11-29,Superior Challenge,,,2019-04-01T20:26:05.116326,2019-04-01T20:26:05.116326
593,World Series of Fighting 2: Arlovski vs. Johnson,2013-03-23,WSOF,,,2019-04-01T20:26:17.965388,2019-04-01T20:26:17.965388
598,Superior Challenge 12,2015-05-16,Superior Challenge,,,2019-04-01T20:26:25.759878,2019-04-01T20:26:25.759878
600,Bellator Fighting Championship 96: King Mo vs. Petruzelli,2013-06-19,Bellator,,,2019-04-01T20:26:28.667493,2019-04-01T20:26:28.667493
602,Bellator Fighting Championship 65,2012-04-13,Bellator,,,2019-04-01T20:26:30.777276,2019-04-01T20:26:30.777276
603,Bellator Fighting Championship 11,2009-06-12,Bellator,,,2019-04-01T20:26:34.769426,2019-04-01T20:26:34.769426
605,Bellator Fighting Championships 25,2010-08-19,Bellator,,,2019-04-01T20:26:47.495983,2019-04-01T20:26:47.495983
606,WSOF 33,2016-10-07,WSOF,,,2019-04-01T20:26:50.658014,2019-04-01T20:26:50.658014
607,WCF 9,2010-02-26,WCF,,,2019-04-01T20:26:52.500968,2019-04-01T20:26:52.500968
608,Tachi Palace Fights 8: All Or Nothing,2011-02-18,Tachi Palace Fights,,,2019-04-01T20:26:54.704318,2019-04-01T20:26:54.704318
609,World Series of Fighting 8: Gaethje vs. Patishnock,2014-01-18,WSOF,,,2019-04-01T20:26:59.096891,2019-04-01T20:26:59.096891
588,UFC 92: The Ultimate 2008,2008-12-27,UFC,"Las Vegas, Nevada, USA",14166.0,2019-04-01T20:26:09.810162,2019-04-02T16:00:05.627099
595,UFC: The Ultimate Fighter 16 Finale,2012-12-15,UFC,"Las Vegas, Nevada, USA",2427.0,2019-04-01T20:26:20.403625,2019-04-02T16:00:35.475957
590,UFC 83: Serra vs St-Pierre 2,2008-04-19,UFC,"Montreal, Quebec, Canada",21390.0,2019-04-01T20:26:16.740546,2019-04-02T16:01:15.508993
596,UFC 72: Victory,2007-06-16,UFC,"Belfast, Northern Ireland, United Kingdom",9000.0,2019-04-01T20:26:22.692892,2019-04-02T16:01:17.606640
592,UFC 114: Jackson vs. Evans,2010-05-29,UFC,"Las Vegas, Nevada, USA",14996.0,2019-04-01T20:26:17.722945,2019-04-02T16:04:47.945565
570,UFC Fight Night 126: Cerrone vs. Medeiros,2018-02-18,UFC,"Austin, Texas, USA",10502.0,2019-04-01T20:25:17.428863,2019-04-02T16:07:52.758853
604,UFC 134: Silva vs. Okami,2011-08-27,UFC,"Rio de Janeiro, Brazil",0.0,2019-04-01T20:26:47.225126,2019-04-02T16:18:33.614449
577,UFC 226: Miocic vs. Cormier,2018-07-07,UFC,"Las Vegas, Nevada, USA",17464.0,2019-04-01T20:25:37.378470,2019-04-02T17:36:45.404881
571,UFC Fight Night 24: Nogueira vs. Davis,2011-03-26,UFC,"Seattle, Washington, USA",13741.0,2019-04-01T20:25:22.018982,2019-04-02T17:36:55.983757
594,UFC 106: Ortiz vs Griffin 2,2009-11-21,UFC,"Las Vegas, Nevada, USA",10529.0,2019-04-01T20:26:19.874157,2019-04-02T17:38:24.016246
601,UFC On Versus 4,2011-06-26,UFC,"Pittsburgh, Pennsylvania, USA",7792.0,2019-04-01T20:26:28.758020,2019-04-02T17:49:15.151342
589,UFC 118: Edgar vs. Penn 2,2010-08-28,UFC,"Boston, Massachusetts, USA",14168.0,2019-04-01T20:26:15.005866,2019-04-02T17:50:42.796551
587,UFC 96: Jackson vs Jardine,2009-03-07,UFC,"Columbus, Ohio, USA",17033.0,2019-04-01T20:26:06.334465,2019-04-02T17:54:22.204456
610,Bellator Fighting Championship 71,2012-06-22,Bellator,,,2019-04-01T20:26:59.486328,2019-04-01T20:26:59.486328
676,TUF Brazil Finale: Miocic vs Maldonado,2014-05-31,UFC,"Sao Paulo, Brazil",8986.0,2019-04-01T20:29:35.964431,2019-04-08T19:27:39.065256
638,WSOF 31: Ivanov vs. Copeland,2016-06-17,WSOF,,,2019-04-01T20:28:18.671490,2019-04-01T20:28:18.671490
647,RFA 45: Meerschaert vs. Waldon,2016-10-28,RFA,,,2019-04-01T20:28:42.273147,2019-04-01T20:28:42.273147
650,WVR Sengoku: Tenth Battle,2009-09-23,Wvr Sengoku,,,2019-04-01T20:28:47.152423,2019-04-01T20:28:47.152423
662,LFA 21: Noblitt vs. Branjao,2017-09-01,LFA,,,2019-04-01T20:28:58.676953,2019-04-01T20:28:58.676953
611,UFC on FUEL TV 5: Struve vs. Miocic,2012-09-29,UFC,"Nottingham, England, United Kingdom",7241.0,2019-04-01T20:27:00.839174,2019-04-02T17:37:55.342516
612,WCF 8,2009-09-26,WCF,,,2019-04-01T20:27:04.924230,2019-04-01T20:27:04.924230
619,LFA 5: Edwards vs. Townsend,2017-02-24,LFA,,,2019-04-01T20:27:21.387180,2019-04-01T20:27:21.387180
642,World Series of Fighting 1,2012-11-03,WSOF,,,2019-04-01T20:28:31.206952,2019-04-01T20:28:31.206952
663,Strikeforce Challengers IV: Evangelista vs Gurgel,2009-11-06,Strikeforce,,,2019-04-01T20:29:08.518146,2019-04-01T20:29:08.518146
613,Cage Warriors Fight Night 6: Grimaud vs. Taylor,2012-05-24,Cage Warriors,,,2019-04-01T20:27:05.592068,2019-04-01T20:27:05.592068
