id,name,date,promoter,location,attendance,created_at,modified_at
1,One FC 10: Champions and Warriors,2013-09-13,OneFC,,,2019-04-01T19:56:24.477518,2019-04-01T19:56:24.477518
2,Legacy FC 45: Todhunter vs. Smith,2015-09-11,Legacy Fc,,,2019-04-01T19:56:28.403410,2019-04-01T19:56:28.403410
3,LFA 27: Watley vs. Wilson,2017-11-10,LFA,,,2019-04-01T19:56:32.488043,2019-04-01T19:56:32.488043
4,ONE FC 21: Roar of Tigers,2014-10-17,OneFC,,,2019-04-01T19:56:39.395144,2019-04-01T19:56:39.395144
5,One FC 8: Kings and Champions,2013-04-05,OneFC,,,2019-04-01T19:56:39.404131,2019-04-01T19:56:39.404131
6,K-1 Heros Korea,2007-10-28,K Heros Korea,,,2019-04-01T19:56:43.758044,2019-04-01T19:56:43.758044
7,EliteXC: Street Certified,2008-02-16,Elite,,,2019-04-01T19:56:43.793211,2019-04-01T19:56:43.793211
8,Legacy Fighting Championships 8,2011-09-16,Legacy Fighting Championships,,,2019-04-01T19:56:44.005996,2019-04-01T19:56:44.005996
9,LFA 15: Odoms vs. Vanderaa,2017-06-30,LFA,,,2019-04-01T19:56:44.035027,2019-04-01T19:56:44.035027
10,Legacy FC 54: Nunes vs. Lovato,2016-04-22,Legacy Fc,,,2019-04-01T19:57:04.522000,2019-04-01T19:57:04.522000
11,Bellator Fighting Championship 101: Warren vs. Kirk,2013-09-27,Bellator,,,2019-04-01T19:57:09.683933,2019-04-01T19:57:09.683933
12,ONE Championship 31: Odyssey of Champions,2015-09-27,OneFC,,,2019-04-01T19:57:11.639915,2019-04-01T19:57:11.639915
13,DREAM 5,2008-07-21,DREAM,,,2019-04-01T19:57:11.681855,2019-04-01T19:57:11.681855
14,WSOF 15: Branch vs. Okami,2014-11-15,WSOF,,,2019-04-01T19:57:27.526582,2019-04-01T19:57:27.526582
15,Bellator 207: Mitrione vs. Bader,2018-10-12,OneFC,,,2019-04-01T19:58:37.042370,2019-04-01T19:58:37.042370
16,ONE Championship 41: Global Rivals,2016-04-15,OneFC,,,2019-04-01T19:58:43.063655,2019-04-01T19:58:43.063655
21,Legacy FC 62: Lovato vs. Coleman,2016-11-11,Legacy Fc,,,2019-04-01T19:58:57.540048,2019-04-01T19:58:57.540048
23,One FC 14: War of Nations,2014-03-14,OneFC,,,2019-04-01T19:59:02.312493,2019-04-01T19:59:02.312493
24,Superior Challenge 6: Lion's Den,2010-10-29,Superior Challenge,,,2019-04-01T19:59:02.587118,2019-04-01T19:59:02.587118
31,Cage Warriors 73: Ray vs. Warburton,2014-11-01,Cage Warriors,,,2019-04-01T19:59:12.335527,2019-04-01T19:59:12.335527
32,CES MMA 39: O'Neil vs. Santiago,2016-11-04,CESMMA,,,2019-04-01T19:59:13.679621,2019-04-01T19:59:13.679621
33,ONE Championship 46: Titles and Titans,2016-08-27,OneFC,,,2019-04-01T19:59:19.295588,2019-04-01T19:59:19.295588
34,Superior Challenge 7: Rise of Champions,2011-04-30,Superior Challenge,,,2019-04-01T19:59:22.932104,2019-04-01T19:59:22.932104
35,ONE Championship 48: State of Warriors,2016-10-07,OneFC,,,2019-04-01T19:59:26.157334,2019-04-01T19:59:26.157334
37,ONE Championship 82: Pursuit of Greatness,2018-10-26,OneFC,,,2019-04-01T19:59:28.695243,2019-04-01T19:59:28.695243
39,ONE Championship 26: Valor of Champions,2015-04-24,OneFC,,,2019-04-01T19:59:37.442847,2019-04-01T19:59:37.442847
40,Bellator Fighting Championship 58,2011-11-19,Bellator,,,2019-04-01T19:59:44.048895,2019-04-01T19:59:44.048895
41,Bellator Fighting Championship 77,2012-10-19,Bellator,,,2019-04-01T20:00:02.074596,2019-04-01T20:00:02.074596
42,LFA 46: Nakashima vs. Stewart,2018-07-27,LFA,,,2019-04-01T20:00:18.054968,2019-04-01T20:00:18.054968
43,ONE Championship 39: Tribe of Warriors,2016-02-20,OneFC,,,2019-04-01T20:00:21.578831,2019-04-01T20:00:21.578831
45,RFA 29: USA vs. Brazil,2015-08-21,RFA,,,2019-04-01T20:00:43.014118,2019-04-01T20:00:43.014118
22,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,UFC,"Las Vegas, Nevada, USA",2123.0,2019-04-01T19:58:59.345819,2019-04-02T16:01:16.278156
29,UFC 221: Romero vs. Rockhold,2018-02-10,UFC,"Perth, Western Australia, Australia",12437.0,2019-04-01T19:59:09.178293,2019-04-02T16:01:26.715440
27,UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,UFC,"Glendale, Arizona, USA",11382.0,2019-04-01T19:59:08.163986,2019-04-02T16:01:30.348912
18,UFC on FOX 5: Henderson vs. Diaz,2012-12-08,UFC,"Seattle, Washington, USA",14412.0,2019-04-01T19:58:48.187984,2019-04-02T16:03:00.223630
36,UFC Fight Night 120: Poirier vs. Pettis,2017-11-11,UFC,"Norfolk, Virginia, USA",8442.0,2019-04-01T19:59:26.955684,2019-04-02T16:11:44.990432
44,UFC: The Ultimate Fighter 15 Finale,2012-06-01,UFC,"Las Vegas, Nevada, USA",1628.0,2019-04-01T20:00:42.492582,2019-04-02T16:17:23.052694
25,UFC Fight Night 132: Cowboy vs. Edwards,2018-06-23,UFC,"Kallang, Singapore",6419.0,2019-04-01T19:59:04.207353,2019-04-02T17:39:17.673751
38,UFC 230: Cormier vs. Lewis,2018-11-03,UFC,"New York City, New York, USA",17011.0,2019-04-01T19:59:34.207141,2019-04-02T17:58:01.675945
30,UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,UFC,"Albany, New York, USA",0.0,2019-04-01T19:59:09.601114,2019-04-02T18:00:13.714527
46,Bellator Fighting Championship 88: Shlemenko vs. Falcao,2013-02-07,Bellator,,,2019-04-01T20:00:44.175093,2019-04-01T20:00:44.175093
47,Cage Warriors 71: Hermansson vs. Topalski,2014-08-22,Cage Warriors,,,2019-04-01T20:00:45.435143,2019-04-01T20:00:45.435143
48,Bellator 166: Dantas vs. Warren 2,2016-12-02,Bellator,,,2019-04-01T20:00:46.421638,2019-04-01T20:00:46.421638
49,Bellator Fighting Championship 60,2012-03-09,Bellator,,,2019-04-01T20:00:50.053737,2019-04-01T20:00:50.053737
50,Rizin 4,2016-12-31,Rizin,,,2019-04-01T20:00:55.471709,2019-04-01T20:00:55.471709
54,ONE Championship 37: Clash of Heroes,2016-01-29,OneFC,,,2019-04-01T20:01:01.450175,2019-04-01T20:01:01.450175
51,ONE Championship 75: Spirit of a Warrior,2018-06-29,OneFC,,,2019-04-01T20:00:56.059590,2019-04-01T20:00:56.059590
52,WSOF 26: Palmer vs. Almeida,2015-12-18,WSOF,,,2019-04-01T20:01:00.184235,2019-04-01T20:01:00.184235
53,PFL 1: Harrison vs. Tuerxun,2018-06-07,PFL,,,2019-04-01T20:01:01.098947,2019-04-01T20:01:01.098947
55,Rizin FF 6: Bantamweight Grand Prix opening round,2017-07-30,Rizin,,,2019-04-01T20:01:01.567569,2019-04-01T20:01:01.567569
56,Rizin 2,2016-09-25,Rizin,,,2019-04-01T20:01:04.629550,2019-04-01T20:01:04.629550
58,PFL 8: Playoffs,2018-10-05,PFL,,,2019-04-01T20:01:04.863416,2019-04-01T20:01:04.863416
57,UFC 93: Franklin vs Henderson,2009-01-17,UFC,"Dublin, Leinster, Ireland",9345.0,2019-04-01T20:01:04.653330,2019-04-02T17:39:06.115442
59,Shine Fights II: American Top Team vs The World,2009-09-04,Shine Fights,,,2019-04-01T20:01:05.471716,2019-04-01T20:01:05.471716
60,Titan FC 41: Damm vs. Faria,2016-09-09,Titan Fc,,,2019-04-01T20:01:05.509337,2019-04-01T20:01:05.509337
62,Rizin FF 5: Sakura,2017-04-16,Rizin,,,2019-04-01T20:01:11.768611,2019-04-01T20:01:11.768611
63,PFL 4: Palmer vs. Tuerxun,2018-07-19,PFL,,,2019-04-01T20:01:11.792137,2019-04-01T20:01:11.792137
64,Legacy FC 53: Lima vs. Trocoli,2016-04-08,Legacy Fc,,,2019-04-01T20:01:12.617683,2019-04-01T20:01:12.617683
65,Impact FC 2: The Uprising,2010-07-18,Impact Fc,,,2019-04-01T20:01:12.677007,2019-04-01T20:01:12.677007
68,ACB 83: Baku,2018-03-24,ACB,,,2019-04-01T20:01:21.688817,2019-04-01T20:01:21.688817
69,WSOF 35: Ivanov vs. Jordan,2017-03-18,WSOF,,,2019-04-01T20:01:21.720225,2019-04-01T20:01:21.720225
70,Bellator 179: Daley vs. MacDonald,2017-05-19,Bellator,,,2019-04-01T20:01:21.782647,2019-04-01T20:01:21.782647
71,Legacy FC 40: East vs. Ritani-Coe,2015-03-20,Legacy Fc,,,2019-04-01T20:01:21.853202,2019-04-01T20:01:21.853202
74,Rizin 3,2016-12-29,Rizin,,,2019-04-01T20:01:28.117985,2019-04-01T20:01:28.117985
75,RFA 15: Casey vs. Sanchez,2014-06-06,RFA,,,2019-04-01T20:01:31.891874,2019-04-01T20:01:31.891874
77,Superior Challenge X,2014-05-03,Superior Challenge,,,2019-04-01T20:01:36.867798,2019-04-01T20:01:36.867798
78,Shark Fights 17: Horwich vs. Rosholt,2011-07-15,Shark Fights,,,2019-04-01T20:01:44.370979,2019-04-01T20:01:44.370979
79,Bellator 200,2018-05-25,Bellator,,,2019-04-01T20:01:44.441099,2019-04-01T20:01:44.441099
80,Bellator 195: Caldwell vs. Higo,2018-03-02,Bellator,,,2019-04-01T20:01:56.903480,2019-04-01T20:01:56.903480
81,KSW 25: Khalidov vs. Sakurai,2013-12-07,KSW,,,2019-04-01T20:02:06.290602,2019-04-01T20:02:06.290602
85,Cage Warriors 91: Reed vs. Bouland,2018-03-03,Cage Warriors,,,2019-04-01T20:02:38.434588,2019-04-01T20:02:38.434588
86,Strikeforce Challengers 13,2011-01-07,Strikeforce,,,2019-04-01T20:02:47.026466,2019-04-01T20:02:47.026466
88,Strikeforce: Barnett vs. Cormier,2012-05-19,Strikeforce,,,2019-04-01T20:02:52.875918,2019-04-01T20:02:52.875918
90,ONE Championship 79: Beyond the Horizon,2018-09-08,OneFC,,,2019-04-01T20:02:57.381548,2019-04-01T20:02:57.381548
91,Cage 26,2014-04-05,Cage,,,2019-04-01T20:02:58.138449,2019-04-01T20:02:58.138449
92,Bellator 187: McKee vs. Moore,2017-11-10,Bellator,,,2019-04-01T20:03:05.910430,2019-04-01T20:03:05.910430
94,Legacy FC 34: Hall vs. Souza,2014-08-29,Legacy Fc,,,2019-04-01T20:03:09.151697,2019-04-01T20:03:09.151697
96,Bellator Fighting Championship 80,2012-11-09,Bellator,,,2019-04-01T20:03:13.301124,2019-04-01T20:03:13.301124
97,Bellator 184: Dantas vs. Caldwell,2017-10-06,Bellator,,,2019-04-01T20:03:14.035768,2019-04-01T20:03:14.035768
98,Strikeforce Challengers VII: Johnson vs. Mahe,2010-03-26,Strikeforce,,,2019-04-01T20:03:14.672408,2019-04-01T20:03:14.672408
99,Bellator Fighting Championship 67,2012-05-04,Bellator,,,2019-04-01T20:03:16.173347,2019-04-01T20:03:16.173347
100,ONE Championship 68: Quest for Gold,2018-02-23,OneFC,,,2019-04-01T20:03:17.029610,2019-04-01T20:03:17.029610
101,Bellator Fighting Championship 73,2012-08-24,Bellator,,,2019-04-01T20:03:18.895674,2019-04-01T20:03:18.895674
102,Legacy FC 28: Bush vs. Cleveland,2014-02-21,Legacy Fc,,,2019-04-01T20:03:19.041326,2019-04-01T20:03:19.041326
103,Bellator Fighting Championship 52,2011-10-01,Bellator,,,2019-04-01T20:03:22.899939,2019-04-01T20:03:22.899939
104,UFC 131: Carwin vs. Dos Santos,2011-06-11,UFC,"Vancouver, British Columbia, Canada",14685.0,2019-04-01T20:03:22.927699,2019-04-02T16:00:03.045632
95,UFC 90: Silva vs Cote,2008-10-25,UFC,"Rosemont, Illinois, USA",15539.0,2019-04-01T20:03:12.167798,2019-04-02T16:00:49.146446
82,UFC 146: Dos Santos vs. Mir,2012-05-26,UFC,"Las Vegas, Nevada, USA",14674.0,2019-04-01T20:02:12.848403,2019-04-02T16:06:33.019673
72,UFC 144: Edgar vs. Henderson,2012-02-25,UFC,"Saitama, Japan",0.0,2019-04-01T20:01:24.760904,2019-04-02T16:06:33.833515
61,UFC 100,2009-07-11,UFC,"Las Vegas, Nevada, USA",10871.0,2019-04-01T20:01:09.793775,2019-04-02T16:07:10.281305
67,UFC Fight Night 11: Thomas vs Florian,2007-09-19,UFC,"Las Vegas, Nevada, USA",1678.0,2019-04-01T20:01:18.763309,2019-04-02T16:23:42.660263
105,UFC 103: Franklin vs Belfort,2009-09-19,UFC,"Dallas, Texas, USA",17428.0,2019-04-01T20:03:25.874173,2019-04-02T17:38:50.489392
66,UFC Fight Night 52: Hunt vs. Nelson,2014-09-20,UFC,"Saitama, Japan",12395.0,2019-04-01T20:01:18.270899,2019-04-02T17:43:05.561684
84,UFC 224: Nunes vs. Pennington,2018-05-12,UFC,"Rio de Janeiro, Rio de Janeiro, Brazil",10696.0,2019-04-01T20:02:37.196795,2019-04-02T17:58:17.252981
93,UFC on FOX 25: Weidman vs. Gastelum,2017-07-22,UFC,"Uniondale, New York, USA",11198.0,2019-04-01T20:03:08.256245,2019-04-02T17:59:51.667657
106,Titan Fighting Championship 20: Rogers vs. Sanchez,2011-09-23,Titan Fighting Championship,,,2019-04-01T20:03:33.748174,2019-04-01T20:03:33.748174
107,UFC on ESPN+ 2: Assuncao vs. Moraes 2,2019-02-02,UFC,"Fortaleza, Ceara, Brazil",10040.0,2019-04-01T20:03:36.663076,2019-04-02T17:36:43.495342
108,UFC 155: Dos Santos vs. Velasquez II,2012-12-29,UFC,"Las Vegas, Nevada, USA",13561.0,2019-04-01T20:03:37.633300,2019-04-02T16:00:01.472484
109,M-1: Fedor vs. Monson,2011-11-20,M,,,2019-04-01T20:03:43.125938,2019-04-01T20:03:43.125938
114,ACB 67: Berkhamov vs Cooper,2017-08-19,ACB,,,2019-04-01T20:03:54.255899,2019-04-01T20:03:54.255899
110,UFC 160: Velasquez vs. Silva II,2013-05-25,UFC,"Las Vegas, Nevada, USA",12380.0,2019-04-01T20:03:45.364881,2019-04-02T16:04:56.296962
111,UFC 95: Sanchez vs Stevenson,2009-02-21,UFC,"London, England, United Kingdom",13268.0,2019-04-01T20:03:47.244846,2019-04-02T17:38:47.046858
112,Bellator 202: Budd vs. Nogueira,2018-07-13,Bellator,,,2019-04-01T20:03:51.016607,2019-04-01T20:03:51.016607
116,ACB 77: Vasilevsky vs. Duraev,2017-12-23,ACB,,,2019-04-01T20:04:59.247437,2019-04-01T20:04:59.247437
117,Legacy FC 26: Garcia vs. Aguilar,2013-12-06,Legacy Fc,,,2019-04-01T20:05:08.199478,2019-04-01T20:05:08.199478
118,Bellator Fighting Championship 94: Awad vs. Rickels,2013-03-28,Bellator,,,2019-04-01T20:05:13.492972,2019-04-01T20:05:13.492972
119,Score Fighting Series 4,2012-03-16,Score Fighting Series,,,2019-04-01T20:05:21.002665,2019-04-01T20:05:21.002665
126,ACB 89: Krasnodar,2018-09-08,ACB,,,2019-04-01T20:05:41.894157,2019-04-01T20:05:41.894157
128,M-1 Global: Yarennoka!,2007-12-30,M Global,,,2019-04-01T20:05:45.233960,2019-04-01T20:05:45.233960
130,Bellator 137: Halsey vs. Grove,2015-05-15,Bellator,,,2019-04-01T20:05:49.421922,2019-04-01T20:05:49.421922
131,MFC 22: Payoff,2009-10-02,MFC,,,2019-04-01T20:05:49.471281,2019-04-01T20:05:49.471281
132,Aggression MMA: Vengeance,2010-02-05,Aggression Mma,,,2019-04-01T20:05:49.899217,2019-04-01T20:05:49.899217
133,WEC 41: Brown vs Faber 2,2009-06-07,WEC,,,2019-04-01T20:05:52.243506,2019-04-01T20:05:52.243506
134,Shark Fights 21,2011-11-11,Shark Fights,,,2019-04-01T20:05:52.447056,2019-04-01T20:05:52.447056
135,Bellator Fighting Championship 23,2010-06-24,Bellator,,,2019-04-01T20:05:52.542111,2019-04-01T20:05:52.542111
136,Call To Arms 1,2009-05-16,Call To Arms,,,2019-04-01T20:05:53.272171,2019-04-01T20:05:53.272171
137,Adrenaline MMA 3: Bragging Rights,2009-06-13,Adrenaline Mma,,,2019-04-01T20:05:59.553030,2019-04-01T20:05:59.553030
138,DREAM 6,2008-09-23,DREAM,,,2019-04-01T20:06:02.167785,2019-04-01T20:06:02.167785
139,Shark Fights 6: Stars & Stripes,2009-09-12,Shark Fights,,,2019-04-01T20:06:12.504031,2019-04-01T20:06:12.504031
140,WEC 39: Brown vs Garcia,2009-03-01,WEC,,,2019-04-01T20:06:26.998133,2019-04-01T20:06:26.998133
141,Superior Cage Combat 3,2011-11-04,Superior Cage Combat,,,2019-04-01T20:06:44.211905,2019-04-01T20:06:44.211905
142,EliteXC: Return Of The King,2008-06-14,Elite,,,2019-04-01T20:06:51.248253,2019-04-01T20:06:51.248253
143,Superior Cage Combat 2,2011-08-20,Superior Cage Combat,,,2019-04-01T20:07:10.846699,2019-04-01T20:07:10.846699
148,WEC 31: Faber vs Curran,2007-12-12,WEC,,,2019-04-01T20:07:30.994177,2019-04-01T20:07:30.994177
149,Affliction 2: Day Of Reckoning,2009-01-24,Affliction,,,2019-04-01T20:07:31.502859,2019-04-01T20:07:31.502859
152,Superfights MMA: Night Of Combat 1,2008-06-20,Superfights Mma,,,2019-04-01T20:07:38.565297,2019-04-01T20:07:38.565297
154,Tachi Palace Fights 5,2010-07-09,Tachi Palace Fights,,,2019-04-01T20:07:45.588847,2019-04-01T20:07:45.588847
157,MFC 19: Long Time Coming,2008-12-05,MFC,,,2019-04-01T20:07:49.088121,2019-04-01T20:07:49.088121
158,WEC 33,2008-03-26,WEC,,,2019-04-01T20:07:49.434362,2019-04-01T20:07:49.434362
159,Tachi Palace Fights 7: Deck the Halls,2010-12-02,Tachi Palace Fights,,,2019-04-01T20:07:51.521218,2019-04-01T20:07:51.521218
153,UFC Fight Night 94: Johnson vs. Poirier,2016-09-17,UFC,"Hidalgo, Texas, USA",5624.0,2019-04-01T20:07:41.190258,2019-04-02T15:59:56.791705
123,UFC 182: Jones vs. Cormier,2015-01-03,UFC,"Las Vegas, Nevada, USA",11575.0,2019-04-01T20:05:32.513022,2019-04-02T15:59:59.528485
129,UFC 116: Lesnar vs. Carwin,2010-07-03,UFC,"Las Vegas, Nevada, USA",12740.0,2019-04-01T20:05:48.907721,2019-04-02T16:00:15.078529
115,UFC on FOX 13: Dos Santos vs. Miocic,2014-12-13,UFC,"Phoenix, Arizona, USA",15300.0,2019-04-01T20:04:33.044773,2019-04-02T16:02:50.813084
151,UFC 120: Bisping vs. Akiyama,2010-10-16,UFC,"London, England, United Kingdom",17133.0,2019-04-01T20:07:37.553168,2019-04-02T16:04:17.736686
146,UFC on FOX 8: Johnson vs. Moraga,2013-07-27,UFC,"Seattle, Washington, USA",8967.0,2019-04-01T20:07:22.086580,2019-04-02T16:17:11.737279
120,UFC: The Ultimate Fighter 14 Finale,2011-12-03,UFC,"Las Vegas, Nevada, USA",1909.0,2019-04-01T20:05:21.398681,2019-04-02T16:18:32.904850
150,UFC 79: Nemesis,2007-12-29,UFC,"Las Vegas, Nevada, USA",11075.0,2019-04-01T20:07:32.993522,2019-04-02T16:23:24.390980
127,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,2015-12-11,UFC,"Las Vegas, Nevada, USA",0.0,2019-04-01T20:05:44.609903,2019-04-02T17:37:10.564003
155,UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,UFC,"Mexico City, Distrito Federal, Mexico",11460.0,2019-04-01T20:07:46.858794,2019-04-02T17:39:34.242940
121,UFC 166: Velasquez vs. Dos Santos III,2013-10-19,UFC,"Houston, Texas, USA",17238.0,2019-04-01T20:05:21.835418,2019-04-02T17:45:02.352844
125,UFC on FOX 3: Diaz vs. Miller,2012-05-05,UFC,"East Rutherford, New Jersey, USA",10788.0,2019-04-01T20:05:39.058303,2019-04-02T17:46:23.419049
160,UFC on FOX 17: Dos Anjos vs. Cerrone,2015-12-19,UFC,"Orlando, Florida, USA",14459.0,2019-04-01T20:07:51.976576,2019-04-02T16:01:56.982598
162,UFC 156: Aldo vs. Edgar,2013-02-02,UFC,"Las Vegas, Nevada, USA",10275.0,2019-04-01T20:07:52.316501,2019-04-02T16:17:17.354021
165,UFC Fight Night 133: Dos Santos vs. Ivanov,2018-07-14,UFC,"Boise, Idaho, USA",5648.0,2019-04-01T20:07:54.445392,2019-04-02T16:07:50.902060
161,UFC Fight Night 113: Nelson vs. Ponzinibbio,2017-07-16,UFC,"Glasgow, Scotland, United Kingdom",0.0,2019-04-01T20:07:52.309709,2019-04-02T16:12:59.213653
164,UFC 229: Nurmagomedov vs. McGregor,2018-10-06,UFC,"Las Vegas, Nevada, USA",20034.0,2019-04-01T20:07:54.436609,2019-04-02T17:39:19.939762
163,UFC 145: Jones vs. Evans,2012-04-21,UFC,"Atlanta, Georgia, USA",15545.0,2019-04-01T20:07:54.206365,2019-04-02T17:46:21.811524
166,Bellator 119: Weichel vs. Green,2014-05-09,Bellator,,,2019-04-01T20:07:55.688766,2019-04-01T20:07:55.688766
167,Bellator 139: Kongo vs. Volkov,2015-06-26,Bellator,,,2019-04-01T20:08:02.566868,2019-04-01T20:08:02.566868
168,MFC 21: Hard Knocks,2009-05-15,MFC,,,2019-04-01T20:08:03.107177,2019-04-01T20:08:03.107177
169,WEC 30,2007-09-05,WEC,,,2019-04-01T20:08:05.669100,2019-04-01T20:08:05.669100
170,WVR Sengoku: Second Battle,2008-05-18,Wvr Sengoku,,,2019-04-01T20:08:07.921454,2019-04-01T20:08:07.921454
171,UFC Fight Night 123: Swanson vs. Ortega,2017-12-09,UFC,"Fresno, California, USA",7605.0,2019-04-01T20:08:10.991839,2019-04-02T16:01:07.376682
172,UFC 133: Evans vs. Ortiz 2,2011-08-06,UFC,"Philadelphia, Pennsylvania, USA",11583.0,2019-04-01T20:08:13.046629,2019-04-02T17:37:47.208626
173,Superfights MMA: Night Of Combat 2,2008-10-11,Superfights Mma,,,2019-04-01T20:08:15.335046,2019-04-01T20:08:15.335046
175,WEC 38: Varner vs Cerrone,2009-01-25,OneFC,,,2019-04-01T20:09:06.279721,2019-04-01T20:09:06.279721
177,WEC 51: Aldo vs. Gamburyan,2010-09-30,WEC,,,2019-04-01T20:09:22.783578,2019-04-01T20:09:22.783578
178,Abu Dhabi Fighting Championship,2010-05-14,Abu Dhabi Fighting Championship,,,2019-04-01T20:09:29.041528,2019-04-01T20:09:29.041528
179,Fight Nights Global 84: Deak vs. Shupanov,2018-03-02,Fight Nights Global,,,2019-04-01T20:09:31.575386,2019-04-01T20:09:31.575386
180,WEC 44: Brown vs Aldo,2009-11-18,WEC,,,2019-04-01T20:09:31.793094,2019-04-01T20:09:31.793094
181,WVR Sengoku: No Ran,2009-01-04,Wvr Sengoku,,,2019-04-01T20:09:31.795360,2019-04-01T20:09:31.795360
182,DREAM 8,2009-04-05,DREAM,,,2019-04-01T20:09:32.955823,2019-04-01T20:09:32.955823
183,Legacy FC 37: Pineda vs. Garcia,2014-11-14,Legacy Fc,,,2019-04-01T20:09:37.627142,2019-04-01T20:09:37.627142
185,LFA 26: Odoms vs. Hughes,2017-11-03,LFA,,,2019-04-01T20:09:40.221775,2019-04-01T20:09:40.221775
186,Legacy Fighting Championship 19: Campuzano vs. Nascimento ,2013-04-12,Legacy Fighting Championship,,,2019-04-01T20:09:42.080789,2019-04-01T20:09:42.080789
187,RFA 31: Smith vs. Marunde,2015-10-09,RFA,,,2019-04-01T20:09:42.208149,2019-04-01T20:09:42.208149
188,WVR Sengoku Raiden Championships 12,2010-03-07,Wvr Sengoku Raiden Championships,,,2019-04-01T20:09:42.251313,2019-04-01T20:09:42.251313
189,Legacy Fighting Championships 9,2011-12-16,Legacy Fighting Championships,,,2019-04-01T20:09:43.629488,2019-04-01T20:09:43.629488
191,WEC 34: Faber vs Pulver,2008-06-01,WEC,,,2019-04-01T20:09:44.651910,2019-04-01T20:09:44.651910
192,M-1 Challenge XXV: Zavurov vs. Magomedov II,2011-04-28,M Challenge,,,2019-04-01T20:09:45.644338,2019-04-01T20:09:45.644338
193,WEC 36: Faber vs Brown,2008-11-05,WEC,,,2019-04-01T20:09:46.783717,2019-04-01T20:09:46.783717
195,Legacy Fighting Championship 13,2012-08-17,Legacy Fighting Championship,,,2019-04-01T20:09:48.786083,2019-04-01T20:09:48.786083
197,Legacy FC 50: Young vs. Cyborg,2016-01-22,Legacy Fc,,,2019-04-01T20:09:52.609915,2019-04-01T20:09:52.609915
200,Legacy Fighting Championships 7,2011-07-22,Legacy Fighting Championships,,,2019-04-01T20:09:55.603230,2019-04-01T20:09:55.603230
201,Legacy FC 55: Ledet vs. Ritani-Coe,2016-05-13,Legacy Fc,,,2019-04-01T20:09:55.826101,2019-04-01T20:09:55.826101
202,Legacy Fighting Championship 18,2013-03-01,Legacy Fighting Championship,,,2019-04-01T20:09:57.706722,2019-04-01T20:09:57.706722
203,WVR Sengoku: Soul of Fight,2010-12-30,Wvr Sengoku,,,2019-04-01T20:09:57.955990,2019-04-01T20:09:57.955990
204,PFL 3: Shields vs. Cooper,2018-07-05,PFL,,,2019-04-01T20:10:00.294439,2019-04-01T20:10:00.294439
205,Fight Nights Global 73: Aliev vs. Brandao,2017-09-04,Fight Nights Global,,,2019-04-01T20:10:00.332524,2019-04-01T20:10:00.332524
206,Fight Nights Global: Summer Cup,2018-06-30,Fight Nights Global,,,2019-04-01T20:10:00.638005,2019-04-01T20:10:00.638005
207,Legacy Fighting Championship 14,2012-09-14,Legacy Fighting Championship,,,2019-04-01T20:10:04.484451,2019-04-01T20:10:04.484451
208,Bellator Fighting Championship 46,2011-06-25,Bellator,,,2019-04-01T20:10:04.789734,2019-04-01T20:10:04.789734
209,Fight Nights Global 87: Khachatryan vs. Queally,2018-05-19,Fight Nights Global,,,2019-04-01T20:10:07.552970,2019-04-01T20:10:07.552970
210,M-1 Challenge 30: Zavurov vs. Enomoto,2011-12-09,M Challenge,,,2019-04-01T20:10:07.756118,2019-04-01T20:10:07.756118
211,LFA 22: Heinisch vs. Perez,2017-09-08,LFA,,,2019-04-01T20:10:11.334102,2019-04-01T20:10:11.334102
212,CES MMA 42: Curtis vs. Santiago,2017-03-31,CESMMA,,,2019-04-01T20:10:12.433725,2019-04-01T20:10:12.433725
213,Bellator Fighting Championship 2,2009-04-10,Bellator,,,2019-04-01T20:10:15.975871,2019-04-01T20:10:15.975871
215,ONE Championship 25: Age of Champions,2015-03-13,OneFC,,,2019-04-01T20:10:17.508975,2019-04-01T20:10:17.508975
216,PFL 10: Playoffs,2018-10-20,PFL,,,2019-04-01T20:10:18.598053,2019-04-01T20:10:18.598053
217,One FC: Destiny Of Warriors,2012-06-23,OneFC,,,2019-04-01T20:10:18.891097,2019-04-01T20:10:18.891097
218,ONE FC 11: Total Domination,2013-10-18,OneFC,,,2019-04-01T20:10:20.209782,2019-04-01T20:10:20.209782
224,ACB 71: Moscow,2017-09-30,ACB,,,2019-04-01T20:11:00.327825,2019-04-01T20:11:00.327825
184,UFC Fight Night 79: Henderson vs. Masvidal,2015-11-28,UFC,"Seoul, South Korea",12156.0,2019-04-01T20:09:40.143553,2019-04-02T16:01:47.585062
190,UFC 142: Aldo vs. Mendes,2012-01-14,UFC,"Rio de Janeiro, Brazil",0.0,2019-04-01T20:09:44.358533,2019-04-02T16:03:29.437120
214,UFC 148: Silva vs. Sonnen 2,2012-07-07,UFC,"Las Vegas, Nevada, USA",15104.0,2019-04-01T20:10:16.078426,2019-04-02T16:18:12.992543
194,UFC 163: Aldo vs. Jung,2013-08-03,UFC,"Rio de Janeiro, Brazil",13873.0,2019-04-01T20:09:48.030354,2019-04-02T17:37:28.040310
