id,name,nationality
4310,Bruce Connors,United States
4289,Joe Condon,United States
4673,Rex De Lara,Philippines
633,Mark De La Rosa,United States
552,Jake Collier,United States
831,Andre Fili,United States
790,Rashad Evans,United States
135,Jim Alers,United States
603,Nate Diaz,United States
3254,Eric Larkin,United States
2127,Koji Oishi,Japan
2875,Tai Tuivasa,Australia
2419,Colin Robinson,Northern Ireland
2689,Frankie Saenz,United States
2116,Sean O'Malley,United States
2817,Darko Stosic,Serbia
2919,Danielle Taylor,United States
2437,Rodolfo Rubio,Mexico
2545,Gokhan Saki,Turkey
2908,Miguel Torres,United States
3862,Kendrick Latchman,United States
3911,Katja Kankaanpaa,Finland
3991,Akhmed Musakaev,Russia
3996,Flavio Alvaro,Brazil
3891,Brandon Bear,United States
4058,Bobby Lee,United States
3986,Zach Freeman,United States
4061,Christiano Frohlich,Brazil
4610,Mario Saeed,England
4268,Woody Weatherby,United States
4397,Vitaly Bigdash,Russia
4613,Brett Bassett,England
4366,Lloyd Woodard,United States
4669,Mark Abelardo,New Zealand
3295,Luis Nogueira,Brazil
918,Cody Floyd,United States
2276,Dave Phillips,USA
2881,Akitoshi Tamura,Japan
3292,Ailton Barbosa,United States
2144,Daniel Omielanczuk,Poland
5284,Frederic Belleton,United States
4016,Julien Piednoir,France
4000,Murad Machaev,Russia
3886,Nick Hinchliffe,Canada
4025,Smealinho Rama,Canada
4062,Hayward Charles,United States
4232,Andres Oliveira,
4213,Edir Terry,Venezuela
4466,Scott Malone,Scotland
4307,Nainoa Dung,United States
4523,Josh Miller,United States
4616,Patrik Berisha,Switzerland
4619,Diego Garijo,United States
4316,Molly Helsel,United States
4299,Will Martinez,United States
4372,Ruslan Abiltarov,Ukraine
4665,Glen Ranillo,Philippines
704,Jon Delos Reyes,United States
2192,Cody Pfister,United States
2524,Hans Stringer,Netherlands
2780,Chael Sonnen,United States
2364,James Reese,
2046,Daisuke Nakamura,Japan
5288,Anita Rodriguez,United States
3898,Yago Bryan Farias De Morais,Brazil
3995,Juliana Werner,Brazil
4056,Austin Hubbard,United States
3939,Nate Jolly,United States
4051,Victor Meza,United States
4211,Carlton Haselrig,USA
4583,Jesus Adame,United States
4281,Amanda Bell,United States
4465,Philip Mulpeter,Ireland
4630,Adi Alic,United States
4226,Ciro Rodrigues,Brazil
4522,Chase Minor,United States
4381,Jake Smith,United States
4298,Scott Cleve,United States
4369,Thiago Michel,Brazil
495,Mitch Clarke,Canada
353,Joseph Benavidez,United States
758,Ramazan Emeev,Russia
1532,Kyle Kingsbury,United States
1427,Anton Kuivanen,Finland
1409,Scott Junk,United States
3515,Evan Cutts,United States
1522,Alex Karalexis,United States
2663,Daniel Spitz,United States
2712,Jin Soo Son,South Korea
2359,Bec Rawlings,Australia
5286,Badr Hari,Netherlands
3961,Nate Landwehr,United States
4038,Rodrigo Cavalheiro Correia,Brazil
4467,Tim Barnett,England
4362,Ty Costa,Brazil
4295,Hiroshi Nakamura,Japan
4555,David Mays,United States
4328,Nate Lamotte,United States
4415,Cody Williams,
4375,Mario Rinaldi,United States
4373,Chris Scott,England
583,Macy Chiasson,United States
1860,Garreth McLellan,South Africa
1818,Mike Massenzio,United States
1747,Tatsuya Mizuno,Japan
1806,Vince Morales,United States
2459,Davi Ramos,Brazil
2443,Nick Ring,Canada
2182,Seth Petruzelli,United States
2495,Georges St-Pierre,Canada
2170,Markus Perez,Brazil
5292,Lynn Alvarez,United States
3997,Adrian Cruz,United States
3885,Mukai Maromo,Zimbabwe
4070,Austin Jones,United States
4117,Tuukka Repo,Finland
4245,Ramsey Clark,
4283,Latoya Walker,United States
4386,Terrance Ferguson,United States
4554,Lawson McClure,United States
4272,Mark Griffin,United States
4329,Jamal Patterson,United States
4317,James Macalister,Scotland
4260,Carrington Banks,United States
4278,Tyler King,United States
393,Will Chope,United States
563,Marc Cofer,United States
1512,Mike King,United States
1958,Gerald Meerschaert,United States
3308,Caio Machado,Brazil
1903,Aliev Makhmud,Azerbaijan
1282,Dan Henderson,United States
1032,Azamat Gashimov,Russia
3687,Diego Bautista,United States
1232,John Hosman,United States
1934,Ruslan Magomedov,Russia
2812,Trevor Smith,United States
2840,Brian Stann,United States
2511,Sam Sicilia,United States
2929,Dave Terrel,United States
2563,Cub Swanson,United States
2912,Nick Thompson,United States
622,Anthony Do,United States
3887,Joseph Henle,United States
4024,Jamie Abdallah,Australia
4052,Ryan Williams,
4105,Josh Clark,United States
4239,Ivan Perez Ruvalcaba,Mexico
4216,Faycal Hucin,France
4294,Shino Vanhoose,United States
4536,Kendrick Miree,United States
4223,Fernando Colan,
4365,Ysidro Gutierrez,United States
4253,Valdrin Istrefi,Switzerland
4656,Joseph Barajas,United States
4291,Lucas Montoya,United States
4367,Jacob Kirwan,United States
542,Chico Camus,United States
1003,Dwight Grant,United States
565,Frank Camacho,Northern Mariana Islands
1303,Katsuya Inoue,Japan
1814,Dan Moret,United States
1924,John Moraga,United States
1452,Adam Khaliev,Russia
1772,Che Mills,England
1828,Roxanne Modafferi,United States
2820,Diego Sanchez,United States
2186,Mike Pierce,United States
2297,Dustin Poirier,United States
2191,Wagner Prado,Brazil
4073,Tyler Hellenbrand,United States
4091,Amber Brown,United States
4627,Gilbert Urbina,United States
4354,Khai Wu,United States
4612,Pierre Guillet,England
4521,Mickey Hughes,United States
4615,Vincent Del Guerra,France
4658,Tom Gloudeman,United States
4380,A.J. Matthews,United States
4323,Danny Babcock,United States
4304,Allen Hope,Canada
4661,Stephen Loman,Philippines
519,Nathan Coy,United States
1010,Brian Gassaway,United States
713,Joe Doerksen,Canada
736,Tony DeSouza,Peru
1547,Nik Lentz,United States
1347,Kajan Johnson,Canada
1680,Stefan Leko,Germany
2509,Floyd Sword,United States
2839,Ken Stone,United States
2822,Darren Stewart,England
2323,Alejandro Perez,Mexico
4110,Hakon Foss,Norway
4241,Alejandro Solano,Costa Rica
4351,Dakota Zimmerman,United States
4399,Craig Eckelberg,United States
4337,J.J. Ambrose,United States
4552,Kevin Forant,United States
4271,Juan Barrantes,Costa Rica
4341,Brendan Allen,United States
4257,Clinton Williams,United States
4413,Ray Blodget,United States
4324,Gert Kocani,Albania
4331,Damien Stelly,United States
4528,Michael Costa,Brazil
474,Kailin Curran,United States
1763,Alonzo Martinez,United States
1816,Demian Maia,Brazil
1861,John Marsh,United States
1308,Guto Inocente,Brazil
1906,Jim Miller,United States
1393,Daniel Jolly,United States
1968,Sergio Moraes,Brazil
1499,Mike Kyle,United States
1185,Antoni Hardonk,Netherlands
1580,Ilir Latifi,Sweden
2738,Mike Santiago,United States
2945,James Terry,United States
2232,Callan Potter,Australia
3794,Fernando Rodrigues,Brazil
4107,Sean Carter,England
4611,Shaj Haque,England
4267,Dan Keefe,United States
4443,Rich Hale,United States
4628,Tanner Saraceno,United States
4357,Laird Anderson,United States
4227,Darrick Minner,United States
4388,Alex Silva,Brazil
4273,Nik Fekete,United States
4330,Brendan Barrett,United States
4425,Ricky Bandejas,United States
4314,Nicolae Cury,United States
4667,Anton Larsson,Sweden
669,Mac Danzig,United States
1980,Jason MacDonald,Canada
1840,David Mitchell,United States
1889,Neil Magny,United States
1558,Steve Lopez,United States
1148,Marcin Held,Poland
2951,Andrew Todhunter,United States
2014,Ivan Menjivar,El Salvador
2503,Leandro Silva,Brazil
2292,Jamie Pickett,United States
2655,Pete Spratt,United States
4609,Mike Ling,
4246,Bruna Vargas,Brazil
4250,Kelvin Tiller,United States
4297,Bobby Brents,United States
106,Megan Anderson,Australia
4585,Logan Storley,United States
4279,Justin Torrey,United States
4672,Darwin Sagurit,Australia
605,Hacran Dias,Brazil
176,Kotetsu Boku,Japan
607,Phil Davis,United States
1469,Daniel Kelly,Australia
1523,Josh Koscheck,United States
1234,Scott Holtzman,United States
2373,Shane Roller,United States
2110,Andy Ogle,England
4229,Josh Hill,Canada
4352,Keri Melendez,United States
4513,Luis Saldana,United States
4519,Josh Leach,United States
4320,Martin McDonough,Wales
4586,John Douma,United States
4312,Reggie Pena,United States
4377,Fabiano Capoani,Brazil
4370,Joseph Daily,United States
3550,Brayan Rafiq,France
1302,Naoki Inoue,Japan
1345,Dashon Johnson,United States
1877,Eddie Mendez,United States
1882,Carmelo Marrero,United States
1904,Jonathan Meunier,Canada
1685,Robbie Lawler,United States
3287,Carlos Rivera,United States
2505,Colton Smith,United States
2132,Alan Omer,Iraq
611,Danny Davis,United States
241,Henry Briones,Mexico
5518,Peter Queal,Ireland
4577,Steve Dinsdale,England
656,Thomas Diagne,France
1034,Silvana Juarez,Argentina
4494,Yosef Mohammad,Sweden
4389,Yoshitaka Naito,Japan
4319,Mark Platts,England
4296,Scott Barrett,United States
4412,Chris Reed,
4376,Hector Munoz,United States
4368,Douglas Frey,United States
4670,Adamson Torbiso,Philippines
326,Murilo Bustamante,Brazil
498,Jared Cannonier,United States
1813,Sean McCorkle,United States
1396,Marcus Jones,United States
2809,Yukio Sakaguchi,Japan
1683,Aspen Ladd,United States
1686,Brock Lesnar,United States
1565,Mike Lullo,United States
1589,Hector Lombard,Cuba
5577,Seung Woo Choi,
5578,Alex Da Silva,
4561,Ray Elizalde,United States
4608,Hidetada Irie,Japan
4632,Anzor Azhiev,Poland
4859,Anton Vyazigin,Russia
4842,Daniel Vizcaya,United States
5182,Ed Carpenter,United States
4790,Khamzat Dalgiev,Russia
4912,David Rosmon,Denmark
5090,Chris Barnett,United States
4867,Rasul Albaskhanov,Russia
4881,Kamila Porczyk,Poland
5321,Clay Hantz,United States
5349,Jimmy Flick,United States
5488,Demi Deeds,United States
5317,Cody Fuller,United States
5543,Peter Etelian,France
5358,Brandon Lewis,United States
5371,Guilherme Trindade,Brazil
368,Chris Birchler,United States
1817,Danny Martinez,United States
1551,Noad Lahat,United States
1349,Ivan Jorge,Brazil
1751,Jimi Manuwa,England
2988,Manny Vazquez,United States
3649,Rasul Mirzaev,Russia
3703,Nick Duell,United States
3717,Tenshin Nasukawa,Japan
3731,Jason Norwood,United States
3767,Harvey Park,United States
4132,Mauricio Reis,Brazil
4148,Jose Luis Zapater,Spain
4165,Mitch Chilson,United States
4209,Sam Morgan,United States
4432,Myron Dennis,United States
4470,Jared McComb,Canada
4624,Josh Souder,USA
4640,Cesar Rojas,
4820,Miriam Nakamoto,United States
5184,Rodney Housley,United States
5150,Brett Caswell,England
649,Hakeem Dawodu,Canada
4794,Chip Pollard,United States
4844,Catherine Costigan,Ireland
4913,Ayub Tashkilot,Denmark
4951,Piotr Wawrzyniak,Poland
5344,Jonathan Svensson,Sweden
5365,Joseph Corneroli,United States
5347,Ray Rodriguez,Peru
5324,Jos Eichelberger,United States
5515,Peter Cole,United States
5380,Brendan Kornberger,Canada
5570,Alexandre Ribeiro,Brazil
5519,Marif Piraev,Russia
5419,Luciano Dos Santos,Brazil
1386,Kevin Jordan,United States
1406,Brock Jardine,United States
1657,John Lineker,Brazil
1928,Henry Martinez,United States
1689,Thales Leites,Brazil
1921,Jorge Masvidal,United States
3661,Abubakar Nurmagomedov,Russia
3009,Brandon Visher,United States
3440,Michael Chandler,United States
3666,Diego Marlon,Brazil
3762,Ali Arish,England
4151,Travis Reddinger,United States
4174,Johnny Lopez,
4188,John Fraser,Canada
4207,Justin Linn,United States
4431,Danilo Marques,Brazil
4447,Mario Stapel,Germany
4505,Omar Jesus Santana,Spain
4695,Raufeon Stots,United States
4705,Krystian Kaszubowski,Poland
4641,Cesar Cruz,
4541,Wataru Takahashi,Japan
4599,Doug Gordon,United States
4680,Rahul Raju,India
4931,Thomas Formo,Norway
4892,Elvin Brito,Puerto Rico
5038,Teodor Nikolov,Bulgaria
4802,Rune Petersen,Denmark
4852,Nohelin Hernandez,United States
4911,Ashleigh Curry,United States
4937,Katharina Lehner,Germany
5194,Kari Paivinen,Finland
5331,Jermaine McDermott,United States
5350,Jhonoven Pati,United States
5359,Cameron Miller,United States
196,DeAnna Bennett,United States
627,Anderson Dos Santos,Brazil
1982,Vinny Magalhaes,Brazil
1332,Mike Jackson,United States
1804,Frank Mir,Brazil
1210,Matt Hobar,United States
1253,Tyler Hill,United States
1503,Masanori Kanehara,Japan
3353,Damian Janikowski,Poland
3707,Diego Da Silva,Japan
3741,Saul Almeida,Brazil
3760,Luiz Nogueira,Brazil
4124,Steve Gable,United States
4175,Josh Ricci,United States
4193,Stjepan Bekavac,Croatia
4428,Raphael Pessoa,Brazil
4502,Cheick Kone,Cote d'Ivoire
4643,Liliya Kazak,Belarus
4690,Sang Won Kim,South Korea
4712,Ali Maclean,Northern Ireland
4754,Adrian Zielinski,Poland
4920,Dawid Ozdoba,Poland
4984,Kaido Hoovelson,Estonia
5044,Pascal Louissaint,France
4533,Sergey Golyaev,Russia
4542,Chang Seob Lee,South Korea
4676,Garry Tonon,United States
4768,Marcin Najman,Poland
4772,Ahmet Kayretli,Turkey
4952,Ed Cline,United States
5029,Donnie Bell,United States
4799,Jamie Reynolds,England
4845,Amy Montenegro,United States
4868,Abdul Azim Badakhshi,Afghanistan
4882,Martin Brown,
5196,Sebastian Romanowski,Poland
5345,Janne Elonen Kulmala,Finland
5363,D'Angelo Bynum,United States
5355,Katherine Roy,United States
5497,Yuki Kawana,Japan
5439,Luis Huete,Canada
5357,Jessie Vasquez,United States
5565,Dillon Danis,United States
5525,Jamie Stephenson,England
5498,Sally Krumdiack,United States
927,Wagnney Fabiano,Brazil
672,Sarah D'alelio,United States
1740,Anistavio Medeiros,Brazil
3276,Nick Budig,United States
1618,Tommy Lee,USA
1619,Derrick Lewis,United States
1783,Court McGee,United States
1581,Duane Ludwig,United States
3006,Yuri Villefort,Brazil
3424,Kairat Akhmetov,Kazakhstan
3654,Musa Khamanaev,Russia
3720,Morten Djursaa,Denmark
3735,Dave Huckaba,United States
3754,Joe Pingitore,United States
4136,Shane Kruchten,United States
4172,Rodrigo Ribeiro,Brazil
4206,Quentin Henry,United States
4638,Tomas Gomez,Panama
4543,Taisuke Okuno,Japan
4635,Rafal Moks,Poland
4600,Pat Smith,
4918,Keanu Subba,Malaysia
4927,Aleksander Sredanovic,Netherlands
4894,Hideki Kadowaki,Japan
4821,Ashley Nichols,Canada
4808,Clayton York,United States
4846,Marina Shafir,"Moldova, Republic of"
5024,Thomas Robertsen,Norway
5092,Jaideep Singh,India
4864,Sidiah Parker,United States
4887,Yodsanan Sityodtong,Thailand
5197,Andrei Kaeshov,Latvia
5341,Jean Felipe Prestes,Brazil
5487,Ali Mokdad,Canada
5523,Bojan Kosednar,Slovenia
5533,Reda Sidhoum,France
5353,Marcus Sursa,United States
5471,Roberto Yong,United States
5372,Jimmy Jones,United States
5502,Brittney Elkin,United States
1326,Tokimitsu Ishizawa,Japan
1304,Dan Ige,United States
3309,Miles Johns,United States
1033,Justin Gaethje,United States
1398,Antonio Jones,
3351,Dricus Du Plessis,South Africa
3759,Jerod Spoon,United States
4104,Junior Maranhao,Brazil
4142,Thomas Webb,United States
4161,Richie Martinez,
4201,Koetsu Okazaki,Japan
4410,Tessa Simpson,United States
4498,Per Franklin,Sweden
4752,Aren Akopyan,Russia
4954,Mike Maldonado,
4983,Amir Aliakbari,"Iran, Islamic Republic of"
5050,Jorgen Matsi,Estonia
4646,Brandon Jenkins,United States
4549,Shoko Sato,Japan
4568,Hirokazu Konno,Japan
5125,Shizuka Sugiyama,Japan
5176,Reagan Penn,United States
5088,Stuart Austin,England
4825,Cheri Muraski,United States
4815,Rafael Domingos,Brazil
4854,Andres Alcantar,United States
5069,Ben Brewer,United States
5205,Carey Vanier,United States
5314,Alex Munoz,United States
5367,Josh Eagans,United States
5336,Patricia Vidonic,United States
5381,Bryson Hansen,United States
5377,Svetlozar Savov,Bulgaria
1698,Jennifer Maia,Brazil
1623,Artem Lobov,Ireland
3019,Marcos Vinicius,Brazil
3426,Rafael Nunes,Brazil
3705,Alfonso Gonzales,United States
3722,Caio Rocha,Brazil
3734,Keon Caldwell,United States
4171,Nicholas Mann,Australia
4183,Tony Hervey,United States
4631,John De Jesus,United States
4455,Dean Reilly,Scotland
4473,Paul Grandbois,Canada
4713,Ben Pettit,United States
4729,Sotaro Yamada,Japan
4924,Livio Victoriano,Poland
4967,Edward Kelly,Philippines
5057,Daud Shaikhaev,Russia
4991,Alison Vicente,Brazil
5169,Shamil Zavurov,Russia
5251,Christian Lee,Singapore
4648,Ken Beverly,United States
4621,Aaron Stark,United States
4843,Aaron Johnson,United States
5148,Juan Manuel Suarez,Spain
4992,Adrian Miles,United States
4900,Kinberly Novaes,Brazil
5091,Kirill Sidelnikov,Russia
4869,Denis Kanakov,Russia
5426,Rami Hamed,Lebanon
5303,Danielle West,United States
5313,Guillaume Delorenzi,Canada
5504,Jose Valentin,United States
5325,Marcus Edwards,United States
5541,Erik Carlsson,Sweden
3354,Michal Materla,Poland
3683,Jaroslav Jartim,Czech Republic
3701,Nick Sorg,United States
3715,Jason Goodall,United States
3739,Juliano Coutinho,Brazil
3756,Andy Main,United States
4145,Vernon Lewis,United States
4162,Nick Honstein,United States
4394,Rafael Viana,Brazil
4436,Conor Cooke,Northern Ireland
4450,Vlad Malko,Latvia
4469,Derek Parker,Canada
4495,David Glasnovic,Sweden
4511,Joseph Lowry,United States
4685,Sam Jo Toetu,Australia
4732,Hirokazu Nishimura,Japan
4763,Joshua Riley,Australia
4955,Vincent Latoel,Netherlands
5049,Helin Paara,Estonia
5108,Elliott Hoye,England
4985,Ray Wood,
5016,Mauro Cerilli,Italy
5118,John Michael Sheil,Ireland
5158,Jonathan Mackles,United States
5179,Leah McCourt,Northern Ireland
5269,Jon Hill,United States
4605,Katsuya Toida,Japan
4620,Yahir Reyes,Mexico
4765,Saeed Karsaz,"Iran, Islamic Republic of"
4908,Sarah Alpar,United States
4797,Lemarcus Tucker,United States
4959,Anatpong Bunrad,Thailand
5093,Shinji Sasaki,Japan
4910,Romy Ruyssen,France
4938,Bianca Daimoni,Brazil
5330,Derrick Mandell,United States
5475,Andre Fialho,Portugal
5546,Ylies Djiroun,France
5492,Aaron Neveu,United States
5469,Guilherme Faria,Brazil
3352,Roberto Soldic,Bosnia and Herzegovina
3492,Ivan Buchinger,Slovakia
3656,Jae Young Kim,South Korea
3714,Mikey Gomez,United States
4133,Roland Cambal,Slovakia
4149,Aldric Cassata,France
4164,Jung Hwan Cha,South Korea
4202,Rey Docyogen,Philippines
4408,Julio Gallegos,United States
4464,Cully Butterfield,United States
4491,Sami Aziz,Sweden
4507,Enoch Wilson,United States
4688,Greg Atzori,Australia
4923,Tymoteusz Swiatek,Poland
4965,Ann Osman,Malaysia
5096,Terry Brazier,England
4987,Keita Ishibashi,Japan
5013,Kerry Hughes,England
5111,Wendy McKenna,England
5154,Antonio Flores,United States
5174,Jorge Medina,United States
5216,Tim Welch,United States
5229,Krzysztof Kulak,Poland
5252,Alexandre Machado,Brazil
4572,Dom O Grady,United States
4546,Taiyo Nakahara,Japan
4581,Chibwikem Onyenegecha,United States
4618,Mateusz Teodorczuk,Poland
4930,Ruben Crawford,Germany
4891,Fallon Fox,United States
4960,Casey Suire,United States
5171,Handesson Ferreira,Brazil
4823,Stephanie Alba,United States
4816,Rafael Correa,Brazil
5099,Lukasz Parobiec,Poland
4871,Denis Smoldarev,Estonia
5067,Pedro Souza,
5195,Martin Fouda,Sweden
5329,Clarence Jordan,United States
5312,Jacob Ortiz,United States
5407,Misaki Takimoto,Japan
5333,Rodolfo Marques,Australia
5521,Washington Ferreira,Brazil
5548,Zvonimir Kralj,Sweden
5526,Adam Gustab,Poland
3350,Karol Bedorf,Poland
3682,Toni Tauru,Finland
3655,Gamzat Khiramagomedov,Russia
3729,Cody Bollinger,United States
3768,Jaleel Willis,United States
4131,Khamzat Aushev,Russia
4168,Gustavo Falciroli,Brazil
4185,Brad Cardinal,Canada
4435,Josh Schockman,United States
4449,Grzegorz Tredowski,Poland
4514,Jason Hicks,
4696,Ryan Roddy,Ireland
4964,Vaughn Donayre,Philippines
5116,Richie Knox,England
5019,Alexandra Buch,Germany
3013,Igor Vovchanchyn,Ukraine
4653,Roman Dik,Czech Republic
4593,Jesse Bazzi,United States
4776,Kurt Southern,Canada
4953,Daryl Wilson,United States
5141,Westin Wilson,United States
4805,Maria Djursaa,Denmark
4856,Joaquin Lopez,United States
4848,Cassio De Oliveira,Brazil
5136,Sam Boult,England
4872,Maro Perak,Croatia
5068,Austin Lyons,United States
5201,Mario Israel,
5467,Jose Lugo,United States
5408,Mika Harigai,Japan
5554,David Nuzzo,United States
5529,August Wallen,Sweden
5400,Ikuo Usuda,Japan
5402,Patrick Ybarra,United States
5484,Marcus Andrusia,United States
3441,Ryan Martinez,United States
3500,Pavel Kusch,Ukraine
3699,Marcus Kuck,United States
3719,Martin Akhtar,Sweden
3766,Leeroy Barnes,England
4150,Cedric Marks,United States
4169,Andrew Benibe,Philippines
4458,Ivan Musardo,Switzerland
4479,Josh Martin,United States
4493,Duarte Fonseca,Portugal
4731,Kenta Takagi,Japan
4748,Brian Wood,England
4903,Michal Wlodarek,Poland
4956,Marcelo Nunes,Brazil
5095,Rhys McKee,Northern Ireland
5032,Leopoldo Serao,Brazil
5084,Alexander Poppeck,Germany
4544,Yasubey Enomoto,Switzerland
4558,Edison Lopes,Brazil
4602,Jamal Parks,United States
4919,Xie Chao,China
4926,Mikkel Guldbaek,Denmark
4789,Alexei Ivanov,Russia
4961,Mark Striegl,Philippines
4814,Aziz Karaoglu,Germany
4829,Michal Michalski,Poland
4812,Anthony Baccam,United States
4941,Dawid Gralka,Poland
4947,Bartlomiej Kurczewski,Poland
5459,Lee Morrison,United States
5342,Mikolaj Rozanski,Poland
5300,Josh Thorpe,United States
5351,Puna Soriano,United States
5406,Amy Davis,United States
5516,Bill Jones,United States
5374,Jimmy Spicuzza,United States
5535,Samir Faiddine,France
5394,Devon Brock,United States
3444,Frank Baca,United States
3681,Danny Kingad,Philippines
3704,Allan Weickert,United States
3742,Khama Worthy,United States
3761,Jason Ponet,France
4127,Thiago Luis Bonifacio Silva,Brazil
4144,Jared Vanderaa,United States
4335,Matt Thompson,United States
4433,Jarrod Card,United States
4451,Seydina Seck,France
4476,Brent Knopp,United States
4496,Magnus Strandner,Sweden
4692,Sean Gauci,Australia
4945,Lanny Dardar,United States
4971,John Malbrough,United States
5040,Lowen Tynanes,United States
5078,Lloyd Marshbanks,United States
5014,Tommy Depret,Belgium
5214,Tom Bagnasco,United States
4548,Manabu Inoue,Japan
4563,Yuji Hoshino,Japan
4766,Brayden Graham,United States
4939,Marian Ziolkowski,Poland
4785,Brandon Phillips,United States
4831,Maciej Kalicinski,Poland
4818,Martin Burkot,Czech Republic
4950,Lukasz Bienkowski,Poland
5424,Jason Soares,United States
5366,Suzie Montero,United States
5466,Travis Perzynski,United States
5438,Chuka Willis,United States
5537,Elina Nilsson,Sweden
5557,Mateusz Piskorz,Poland
5540,Chris Feist,United States
5396,Seigo Inoue,Japan
5563,Danilo Belluardo,Italy
3445,Cris Leyva,United States
3675,Travis Coyle,United States
3718,Kevin Petshi,France
3738,D'Juan Owens,United States
4128,Islam Isaev,Russia
4147,Nathan Trepagnier,United States
4439,Damien Rooney,Ireland
4457,Kevin Donnelly,England
4478,Josh Queen,United States
4489,Jeremy Smith,
4623,Nick Calandrino,
4693,Jung Hyun Ahn,South Korea
4720,Jeff Peterson,United States
4743,Juha Pekka Vainikainen,Finland
4925,Michal Fijalka,Poland
4989,Kanako Murata,Japan
5015,Ayton De Paepe,Belgium
5075,Andrew Fisher,England
5119,Daniel Thomas,Wales
5166,Tyson Jeffries,United States
5221,Austen Heidlage,United States
5260,Andy Devent,England
4580,Zac Riley,United States
4565,Shigeki Osawa,Japan
4590,Leigh Cohoon,England
4932,Timon Becker,Germany
4795,Benjamin Davis,United States
4779,Valerie Loureda,United States
4899,Kanna Asakura,Japan
4813,Trey Ogden,United States
4853,Rolando Velasco,United States
4850,Fabiano Silva,Brazil
5130,Ryan Scope,England
5298,Josh Bacallao,United States
5332,Martin Desilets,Canada
5315,James Webb,United States
5410,Hiroki Nakajima,Japan
5328,Andrew McInnes,Canada
5520,Fraser Opie,South Africa
5545,Haci Firat Dogan,Sweden
5382,Rudy Morales,United States
5490,Mike Bruno,United States
3451,Hideki Sekine,Japan
3672,Lew Polley,United States
3721,Sid Bice,United States
3736,John Robles,United States
3755,Josh Arocho,United States
4138,Michael Pierce,
4173,Tony Gravely,United States
4200,Masakatsu Ueda,Japan
4411,Liz Tracy,United States
4454,Brett Sizeland,England
4684,Dean Abramo,Australia
4709,Joe Heiland,United States
4726,Marc Allen,England
4762,Hussein Wassette,Australia
4946,Zach Fears,United States
4970,Jeff Rexroad,United States
5047,Dmitri Ivanov,Estonia
4990,Tatsumitsu Wada,Japan
5018,Mike Jasper,United States
4634,Marcin Naruszczka,Poland
4601,Al Buck,
4677,Richard Corminal,Philippines
4819,Munah Holland,United States
4833,Iren Racz,Hungary
4835,Jessica Delboni,Brazil
5028,Clayton Robinson,United States
4822,Sharon Jacobson,United States
4893,Chris Pecero,United States
5131,Kams Ekpo,England
5202,Aaron Romero,United States
5308,Roman Alvarez,Northern Mariana Islands
5305,Darren Smith,United States
5531,Peter Ryrland,Sweden
5555,Marta Chojnoska,Poland
3673,Steve Mocco,United States
5470,Ricardo Seixas,Brazil
5393,Joaquin Buckley,United States
3737,Bruce Boyington,United States
3753,Keith Bell,United States
4152,Charlie Dubray,United States
4170,Gregor Gracie,Brazil
4187,Jorge Britto,Canada
4453,Dave Keeley,England
4471,Graham Spencer,Canada
4492,Damien Pighiera,France
4510,Allanna Jones,United States
4686,Hwan Kim Doo,South Korea
4702,Tyrone Glover,United States
4745,Ondrej Skalnik,Czech Republic
4963,Peter Davis,
5104,Karl Donaldson,England
5145,Kelly Anundson,United States
5187,Anderson Goncalves,Canada
5218,Spencer Hewitt,England
5255,Josenaldo Silva,Brazil
1,Luiz Azeredo,Brazil
2,Marcus Aurelio,Brazil
48,Lowell Anderson,United States
3727,Tyler Combs,United States
3747,Lewis Corapi,United States
49,Matt Arroyo,United States
91,Kevin Aguilar,United States
5575,Yuya Wakamatsu,Japan
3507,Jesse Brock,United States
5576,Gabriel Silva,Brazil
4557,Bruno Mesquita,Brazil
4582,Domingo Pilarte,United States
5124,Kana Watanabe,Japan
4935,Wolfgang Wallner,Austria
4936,Vinicius Bohrer,Brazil
4830,Antun Racic,Croatia
4828,Tamikka Brents,United States
4890,Patrik Kapanen,Finland
4993,Davin Clark,United States
4949,Vaso Bakocevic,Montenegro
5427,Guilherme Miranda,Brazil
5322,Lee King,United States
5304,Joe Williams,United States
5368,Adriano Capitulino,Brazil
5562,Sean Powers,United States
4126,Arman Ospanov,Kazakhstan
4176,James Quigg,United States
4190,Jesse Gross,Canada
4208,Melvin Blumer,United States
4438,Rodney Moore,
4503,Anthony Dizy,France
4626,Frank Latina,United States
4691,Rich Lockett,Australia
4703,Filip Wolanski,Poland
4725,Kiefer Crosbie,Ireland
4751,Valeriu Mircea,"Moldova, Republic of"
4902,Mateusz Zawadzki,Poland
5101,David Khalsa,England
52,Pat Audinwood,United States
3244,Lena Ovchynnikova,Ukraine
93,Ricardo Arona,Brazil
55,Akbarh Arreola,Mexico
53,Rich Attonito,United States
78,Eryk Anders,United States
54,Jimmy Ambriz,United States
76,Olaf Alfonso,Guatemala
59,Jessica Aguilar,United States
60,Matt Andersen,USA
61,Eddie Alvarez,United States
63,Igor Araujo,Brazil
64,Cesar Arzamendia,Paraguay
65,Hector Aldana,Mexico
99,Viscardi Andrade,Brazil
67,Papy Abedi,Sweden
1037,Vik Grujic,Australia
123,Austin Arnett,United States
1083,Leonardo Augusto Leleco,
1078,Marcelo Guimaraes,Brazil
90,Makwan Amirkhani,Finland
1061,Forrest Griffin,United States
1082,Chad George,United States
3366,Yusuke Yachi,Japan
