id,fighter1_id,fighter2_id,winner_id,event_id
3058,508,371,508.0,329
3083,2199,1415,1415.0,629
3094,5,117,117.0,604
3107,1741,2269,2269.0,604
3159,1348,2908,1348.0,232
3202,2319,1632,1632.0,674
3220,1240,2705,2705.0,700
3236,669,3146,3146.0,537
3259,1186,136,136.0,1465
2929,974,152,974.0,1537
2969,2744,2862,2862.0,442
3007,2563,2285,2563.0,966
381,448,494,448.0,302
329,676,422,422.0,322
302,658,1697,1697.0,419
3037,1889,1968,1968.0,194
3059,3156,1615,3156.0,329
3097,804,138,138.0,604
3146,2287,986,986.0,1446
3158,411,1940,1940.0,232
3182,1392,2082,2082.0,611
3189,1259,2247,1259.0,405
3260,1723,52,1723.0,1465
2930,1068,1777,1068.0,1537
2944,542,1257,1257.0,1473
2968,3035,3146,3146.0,394
303,1687,2556,2556.0,196
335,2293,901,901.0,322
378,895,2657,895.0,1109
2984,1274,3190,3190.0,786
3018,2483,1697,2483.0,369
3047,1240,907,1240.0,76
3061,180,316,316.0,329
3087,229,1381,1381.0,629
3117,1912,255,255.0,120
3160,2950,2151,2950.0,232
3164,1816,2705,1816.0,820
3173,1348,353,1348.0,1503
3190,1547,982,1547.0,405
3223,2271,955,955.0,700
3244,3182,1453,3182.0,583
3262,2495,1523,2495.0,1465
2931,855,2505,855.0,1537
2967,2293,542,542.0,394
304,2689,901,901.0,196
365,674,1997,674.0,1481
3014,1779,138,138.0,369
3048,1471,2273,1471.0,76
3075,521,438,438.0,635
3118,1205,494,494.0,1051
3161,1041,136,136.0,107
3235,3134,439,3134.0,700
3255,1146,231,231.0,1465
3269,534,2062,2062.0,483
2932,2563,2721,2563.0,1537
2963,1350,2902,2902.0,442
2980,472,1695,1695.0,786
3029,923,2719,923.0,194
305,3156,2475,2475.0,196
370,361,2551,2551.0,344
384,2874,2637,2637.0,859
344,3084,3208,3084.0,971
3046,2071,1049,2071.0,76
3076,2094,1954,1954.0,629
3137,790,2130,790.0,172
3195,1531,2123,1531.0,405
3209,2976,1136,2976.0,674
2933,2018,136,136.0,1474
2972,266,2055,2055.0,394
2997,2321,3016,2321.0,414
3081,658,2675,658.0,629
3201,1228,832,832.0,405
3249,194,2269,2269.0,583
332,81,2558,2558.0,322
336,2984,37,37.0,322
306,492,498,498.0,419
307,1226,2042,2042.0,836
366,1707,2285,2285.0,1481
356,110,3082,3082.0,1481
3257,2489,2273,2273.0,1465
2934,2954,1697,2954.0,1474
2950,1324,495,495.0,1473
2985,2840,2657,2657.0,786
308,1876,150,1876.0,196
351,2850,334,334.0,1481
330,2737,780,780.0,1593
3008,1406,2705,2705.0,966
3027,2824,974,2824.0,369
3049,952,1866,952.0,76
3062,2767,5,2767.0,377
3078,1819,495,495.0,629
3099,1787,986,1787.0,1051
3141,2034,905,905.0,1446
3188,1206,1819,1206.0,611
3237,1569,2928,1569.0,700
3256,2686,669,669.0,1465
3272,2285,879,2285.0,483
2935,1689,334,1689.0,1474
2953,156,684,684.0,1473
362,1788,1068,1068.0,747
309,410,2209,2209.0,836
2974,2563,776,776.0,394
3016,986,1707,1707.0,966
3066,2687,2118,2687.0,377
3082,1819,768,1819.0,511
3091,268,2285,268.0,604
3106,531,2068,2068.0,604
3116,865,638,638.0,120
3144,385,2108,385.0,1446
3205,508,1337,1337.0,674
3217,1569,353,353.0,1464
3228,1337,2818,2818.0,537
3253,2567,3156,3156.0,583
3264,2363,255,255.0,483
2936,2056,3082,2056.0,1474
2991,1557,1078,1557.0,786
3028,1897,2584,1897.0,194
3039,1174,2212,1174.0,76
3085,2213,1405,1405.0,629
3204,2227,1236,2227.0,405
310,2216,1868,1868.0,196
311,2721,1212,1212.0,196
385,2567,2840,2840.0,302
358,502,1487,502.0,747
380,2409,992,2409.0,859
345,853,674,674.0,1593
3218,1741,1719,1719.0,1464
3252,2373,2872,2373.0,583
2938,1897,1657,1657.0,1474
2995,530,1464,,786
312,648,516,516.0,836
360,2689,2856,2689.0,1481
3009,564,568,564.0,369
3041,476,603,603.0,76
3096,1061,2429,2429.0,604
3119,152,972,152.0,120
3147,2839,1342,1342.0,1446
3154,1230,3229,3229.0,232
3171,316,2880,316.0,1503
3221,1906,2575,1906.0,1464
3238,2151,820,820.0,537
3268,2227,907,,483
2940,1068,3081,3081.0,1474
3017,520,532,520.0,369
3030,1369,150,150.0,194
364,2445,37,2445.0,344
313,2563,605,2563.0,836
334,1213,2581,2581.0,1178
3055,351,265,265.0,329
3080,1443,2637,1443.0,629
3103,1324,456,1324.0,1051
3129,680,684,680.0,120
3180,2823,1242,1242.0,611
3199,808,1168,808.0,674
3219,2177,401,2177.0,700
3234,2072,3059,2072.0,537
3254,615,496,615.0,583
2945,1443,3005,1443.0,1473
2989,1589,2118,2118.0,786
3025,658,796,658.0,369
314,1838,1274,1274.0,322
341,2495,1523,2495.0,1178
368,971,1913,971.0,1593
3060,2498,1940,1940.0,329
3093,3192,2152,2152.0,511
3098,1840,2958,2958.0,604
3136,952,1230,952.0,172
3162,2156,2878,2156.0,107
3177,1351,162,1351.0,1503
3186,2776,1954,2776.0,611
3196,2541,1671,2541.0,405
3208,3045,2373,3045.0,674
3232,1816,1105,1816.0,700
3243,370,803,803.0,537
2946,2032,2221,2221.0,1473
2993,2820,1023,2820.0,786
3011,2444,180,180.0,966
315,746,3102,3102.0,879
349,2245,546,546.0,971
371,923,1968,923.0,1109
3092,411,1643,411.0,511
3122,304,217,217.0,120
3211,2223,126,2223.0,1464
3227,1077,2212,1077.0,700
2947,2258,2511,2511.0,1473
2966,2926,662,2926.0,442
2990,599,1878,1878.0,414
3036,1131,2868,1131.0,1567
3064,330,3019,330.0,377
3113,2287,1131,2287.0,1051
3140,1787,3190,1787.0,172
316,1362,2936,2936.0,196
363,594,2870,2870.0,344
317,1110,365,1110.0,836
383,3189,1973,1973.0,859
339,2686,2313,2686.0,1178
342,1185,1804,1804.0,1178
357,1978,1697,1697.0,1481
3165,607,2191,607.0,820
3187,1751,1532,1751.0,611
3197,1946,3229,3229.0,405
3210,2826,2186,2186.0,674
3246,508,2686,508.0,583
2948,808,1685,1685.0,1473
2970,2353,2166,2166.0,394
2988,2042,2872,2042.0,414
369,1282,1880,1880.0,344
318,2039,2217,2039.0,660
347,1186,1659,1659.0,971
3120,1465,2279,2279.0,1051
3130,2257,2363,2257.0,172
3184,2293,1405,2293.0,611
3212,2032,268,268.0,1464
3245,639,1695,1695.0,583
2949,2525,740,,1474
2992,2435,962,962.0,414
3004,534,455,534.0,966
382,952,2562,952.0,302
319,534,3082,534.0,879
348,2832,1222,1222.0,971
3115,542,1464,542.0,1051
3145,2433,1050,2433.0,1446
3175,2840,255,255.0,1503
3181,1772,1581,1772.0,611
2955,1705,2707,1705.0,442
2973,1054,2700,1054.0,442
2987,2047,117,,414
343,2850,1733,2850.0,747
320,2946,790,2946.0,836
373,1160,2910,2910.0,1109
3031,1689,3082,1689.0,194
3111,1557,1501,1557.0,1051
3194,607,334,607.0,405
3248,227,2277,227.0,583
2956,426,1934,1934.0,394
2994,1489,2910,2910.0,414
3114,972,762,762.0,1051
3169,211,2273,2273.0,1503
323,3065,1695,3065.0,322
359,1134,1117,1117.0,747
346,476,718,718.0,747
322,3027,2700,3027.0,879
3229,1346,170,1346.0,537
2959,474,3041,3041.0,394
2998,34,2191,34.0,414
324,772,1234,772.0,322
367,3019,405,3019.0,1109
3034,2157,166,166.0,194
3040,1755,476,476.0,1567
3052,1532,172,172.0,329
3072,2946,265,2946.0,377
3077,878,638,638.0,629
3109,2435,3029,2435.0,1051
3128,472,2024,472.0,120
3251,714,1775,1775.0,583
2961,1282,520,520.0,1473
2976,3007,1211,3007.0,394
3001,255,162,162.0,414
375,2958,239,239.0,302
326,2559,2621,2621.0,322
352,2779,1807,2779.0,971
3026,1657,1941,1657.0,194
3054,227,901,901.0,329
3071,1349,3059,1349.0,377
3086,2293,156,156.0,511
3095,879,2872,2872.0,604
3153,1804,2094,1804.0,232
3172,670,968,968.0,1503
3206,680,674,680.0,674
2983,1471,239,1471.0,786
3042,2143,1686,2143.0,76
355,1876,2796,1876.0,971
327,594,1234,1234.0,879
3101,738,242,738.0,511
3132,2223,1705,1705.0,172
3156,2840,2589,2840.0,232
3176,1174,289,289.0,1503
3191,1239,2170,2170.0,107
3207,2072,768,768.0,674
3006,1140,1629,1629.0,966
3024,557,3190,3190.0,194
354,1131,476,476.0,971
328,2689,1519,2689.0,879
3050,1487,2705,1487.0,329
3067,2573,3006,2573.0,377
3074,1282,790,790.0,629
3108,841,812,812.0,511
3127,289,169,289.0,120
3135,198,2056,2056.0,172
3214,2585,891,2585.0,1464
3240,2199,172,172.0,700
3247,2820,1487,2820.0,583
3267,126,968,126.0,1465
3273,2443,909,2443.0,483
3291,1186,1765,1186.0,246
3315,1146,617,617.0,89
3330,2820,2686,2820.0,111
3346,3029,2802,3029.0,680
376,607,265,265.0,344
350,2956,199,,747
331,648,1337,648.0,879
379,2994,2848,2994.0,1109
333,962,417,417.0,1178
3367,3051,2223,2223.0,691
3395,2299,2339,2299.0,711
3426,3148,2936,2936.0,1492
3446,853,1830,853.0,1510
3462,2888,57,2888.0,516
3483,2012,2084,2084.0,657
3580,2842,2073,2842.0,480
3615,411,1348,1348.0,519
3652,55,1731,1731.0,437
3274,2357,3206,3206.0,483
3323,373,950,373.0,749
374,1465,2068,1465.0,344
338,485,1199,1199.0,1178
3378,877,2705,2705.0,105
3396,2681,2719,2681.0,711
3404,2302,3160,3160.0,25
3416,1688,1527,1527.0,164
3440,117,2661,117.0,1510
3475,2297,1906,2297.0,1558
3489,1988,2026,2026.0,176
3515,1888,1041,1041.0,155
3640,266,2030,266.0,368
3648,304,2709,304.0,1506
3275,2295,345,2295.0,483
3312,996,2151,2151.0,89
3362,2721,363,2721.0,691
3379,654,891,654.0,105
3435,431,1885,431.0,1492
3457,601,2721,2721.0,1545
3482,2623,1121,1121.0,657
3503,1880,2719,1880.0,176
3528,64,192,192.0,418
3538,117,2441,2441.0,1547
3601,1260,2094,1260.0,66
3627,2287,2004,2287.0,145
3638,615,1580,1580.0,368
3276,760,1595,760.0,483
3304,2541,722,2541.0,594
3328,2686,603,2686.0,749
495,2287,2721,2287.0,174
418,670,2692,2692.0,1490
448,2946,3229,2946.0,1520
3365,2098,417,2098.0,680
3405,1731,146,1731.0,25
3436,150,1212,1212.0,1492
3442,2641,2719,2719.0,1510
3453,3131,1443,1443.0,1545
3500,2998,182,2998.0,176
3526,1268,1002,1268.0,418
3565,1741,2812,2812.0,1354
3571,1115,786,1115.0,1230
3589,2439,2451,2451.0,341
3625,43,1360,43.0,145
3643,534,1659,1659.0,1506
3277,3052,1403,3052.0,483
3297,2072,2313,2313.0,246
3332,3122,2285,2285.0,749
3369,2331,566,2331.0,691
3393,2097,156,156.0,711
419,1686,497,1686.0,129
477,2826,2805,2826.0,174
501,227,1695,227.0,365
466,2498,2415,2415.0,591
455,2724,1501,1501.0,1520
3414,674,2317,674.0,164
3444,1025,2217,2217.0,1510
3458,424,3041,424.0,1545
3464,952,2946,952.0,516
3487,3065,2689,3065.0,657
3540,530,906,530.0,1547
3595,1180,2936,2936.0,341
3603,2954,2019,2954.0,66
3642,1111,1337,1337.0,368
3278,2840,1661,2840.0,661
3316,808,2223,808.0,89
3485,407,2217,2217.0,657
3501,1686,1260,,176
3522,2984,1110,,418
3530,2435,263,2435.0,1547
3547,2782,2279,2782.0,687
504,940,879,879.0,95
421,2541,2313,2541.0,129
490,1077,2212,2212.0,174
486,1980,1615,1615.0,591
420,1671,669,1671.0,668
457,265,1866,265.0,1520
454,3045,2911,3045.0,1539
3558,808,2930,2930.0,1354
3598,702,788,788.0,341
3606,1557,2640,1557.0,66
3617,1533,2365,2365.0,519
3279,2409,2778,2409.0,661
3310,1671,2637,2637.0,89
3321,1392,3063,3063.0,749
3338,1523,3186,1523.0,1053
3357,1707,1199,1707.0,691
3375,2882,1523,1523.0,105
3411,896,1057,1057.0,711
423,2802,172,172.0,129
422,1242,2495,2495.0,238
494,502,1471,502.0,365
462,476,2721,476.0,591
469,2505,2453,2505.0,595
484,2227,740,740.0,1485
441,3146,968,968.0,1520
3438,571,2755,2755.0,1510
3452,81,731,81.0,1545
3533,2154,2431,2431.0,1547
3572,2216,1962,1962.0,1230
3591,61,2004,61.0,341
3641,952,1751,952.0,368
3646,658,413,658.0,1506
3659,1817,3047,1817.0,437
3280,776,1707,,661
3305,3045,2958,2958.0,594
3318,2663,1152,1152.0,1556
3371,1808,351,1808.0,105
3427,2128,1962,1962.0,1492
3469,2984,1777,2984.0,516
3486,1115,474,1115.0,657
444,2429,2283,2429.0,124
425,548,2313,2313.0,238
456,1639,2574,1639.0,249
497,1369,2297,1369.0,591
467,2575,718,718.0,591
424,1039,1170,1039.0,668
461,2287,476,2287.0,1520
3532,855,36,855.0,1547
3560,1885,3148,3148.0,1354
3607,1367,1023,1367.0,66
3618,2952,1687,1687.0,519
3635,2293,2551,2293.0,368
3281,2071,249,2071.0,661
3337,2780,1816,1816.0,111
3382,2199,1866,1866.0,105
473,1948,1632,1948.0,591
460,2391,1381,1381.0,1520
426,2796,2285,2285.0,1539
3384,309,1487,1487.0,57
3408,640,3181,3181.0,25
3504,2102,2954,2102.0,176
3548,159,896,896.0,687
3609,704,1116,1116.0,66
3612,2102,3218,3218.0,519
3623,1268,734,734.0,145
3655,1962,820,,1506
3282,2567,1689,2567.0,246
3311,3045,1487,1487.0,89
3340,1661,2469,2469.0,680
500,2996,2011,2996.0,19
458,2576,1669,1669.0,818
427,1523,617,1523.0,831
3359,1394,2615,1394.0,691
3380,718,800,718.0,105
3386,1206,811,1206.0,57
3415,2299,1234,1234.0,164
3432,2143,2084,2084.0,1492
3439,2299,1252,2299.0,1510
3454,191,2738,191.0,1545
3505,2156,1629,1629.0,155
3535,808,2707,2707.0,1547
3573,1180,1535,1180.0,1230
3594,1068,1719,1068.0,341
3599,546,2927,546.0,66
3631,3131,590,590.0,145
3639,2601,652,652.0,368
3645,2415,2433,2415.0,1506
3283,1850,3045,3045.0,661
3320,1595,188,1595.0,749
476,1838,200,1838.0,249
428,1236,1091,1236.0,597
3353,1775,455,1775.0,680
3374,1838,788,788.0,105
3430,2481,1435,2481.0,1492
3490,1483,135,1483.0,657
3550,410,2483,2483.0,687
3564,1178,2978,2978.0,1354
3630,2415,901,901.0,145
3284,1471,603,1471.0,661
3307,2973,548,,594
3351,1563,566,566.0,1053
479,661,1485,661.0,19
451,2297,228,2297.0,595
429,3122,2151,3122.0,1539
3363,502,808,502.0,691
3381,1547,2151,1547.0,105
3406,65,1462,1462.0,25
3413,2782,2094,2094.0,711
3459,766,1337,766.0,1545
3488,2128,1789,2128.0,657
3541,1346,265,1346.0,1547
3544,532,421,532.0,687
3578,648,1715,648.0,480
3602,1464,2935,1464.0,66
3653,1889,316,316.0,1506
3285,3015,1645,1645.0,246
3314,3189,654,654.0,89
493,3122,2032,2032.0,365
430,713,1615,713.0,831
3324,390,812,812.0,111
3342,1340,2562,2562.0,680
3360,714,2827,714.0,691
3390,1282,895,1282.0,57
3407,476,792,792.0,25
3437,2878,1521,2878.0,1492
3455,2408,904,2408.0,1545
3476,2097,947,947.0,1558
3507,988,403,988.0,155
3539,3193,2647,3193.0,1547
3575,2315,1961,2315.0,1230
3592,1848,2281,2281.0,341
3600,530,1503,1503.0,66
3633,534,2687,2687.0,730
3286,2850,262,2850.0,661
3354,951,2804,2804.0,1053
3368,2840,496,2840.0,691
3383,1595,742,742.0,57
503,1741,1208,1741.0,95
475,455,566,566.0,249
431,308,466,308.0,831
489,3029,1808,3029.0,1485
3410,1600,2699,2699.0,25
3418,2481,2786,2481.0,164
3467,2617,2535,2535.0,516
3492,766,2321,766.0,657
3546,1224,1942,1942.0,687
3579,2617,1132,2617.0,480
3605,1286,284,284.0,66
3287,986,1023,986.0,661
3309,2044,531,2044.0,594
471,1986,2094,2094.0,595
432,2363,2331,2363.0,1539
3341,1719,998,1719.0,111
3356,1262,1264,1264.0,1053
3387,1849,2805,2805.0,57
3397,2977,1621,1621.0,711
3423,1707,1547,1547.0,164
3474,1822,365,1822.0,1558
3496,138,684,684.0,176
3513,2021,110,110.0,155
3549,117,1295,117.0,687
3566,663,528,663.0,1230
3584,2779,2431,2431.0,480
3610,1459,3092,1459.0,66
3616,476,61,476.0,519
3658,2056,1533,1533.0,1506
3288,2721,742,2721.0,661
3313,1581,1906,1906.0,89
3339,1906,3146,1906.0,1053
3358,1727,2391,2391.0,680
3424,1115,3148,3148.0,164
3477,732,1200,732.0,1558
3499,2525,520,520.0,176
463,1464,1294,1464.0,19
433,2022,2914,2022.0,124
487,1816,2589,1816.0,174
499,1111,2373,1111.0,365
483,595,804,804.0,591
434,951,742,742.0,831
449,986,1140,986.0,1520
3587,2018,2223,2018.0,480
3629,1240,1685,1685.0,145
3654,3132,1222,3132.0,437
3289,2297,1050,2297.0,661
435,1342,1997,1997.0,668
3377,837,982,982.0,105
3389,1190,2269,2269.0,57
3431,521,1115,1115.0,1492
3480,2525,237,2525.0,1558
3506,648,1745,648.0,155
3524,1163,1465,1465.0,418
3553,2098,2776,2776.0,687
3562,284,752,284.0,1354
3568,446,1126,446.0,1230
3619,974,1049,1049.0,519
3290,515,2489,2489.0,246
3347,2884,962,962.0,680
3391,2796,1872,2796.0,57
485,2840,2780,2780.0,174
472,152,3019,152.0,595
436,2973,2950,2950.0,1539
3445,944,3228,3228.0,1510
3478,1900,1547,1900.0,1558
3520,2241,2415,2241.0,418
3556,1996,934,934.0,1354
3582,1131,718,718.0,480
3608,2823,118,118.0,66
3613,466,2930,2930.0,519
3292,1105,126,126.0,246
3327,529,637,637.0,749
3348,2617,3078,2617.0,1053
437,994,1274,994.0,124
464,1134,2223,2223.0,595
474,1204,1405,1405.0,591
3403,2786,2283,2786.0,25
3441,2648,3022,3022.0,1510
3460,534,2812,2812.0,516
3484,1200,2755,2755.0,657
3508,2683,241,2683.0,155
3537,662,365,365.0,1547
3563,923,1921,1921.0,1354
3574,802,2078,802.0,1230
3590,2924,546,546.0,341
3637,972,1136,,368
3644,1039,1443,1039.0,1506
3657,2353,2776,2353.0,437
3293,2433,2541,2541.0,246
3326,529,999,529.0,111
3366,1639,2186,2186.0,691
468,455,3098,3098.0,595
438,1783,1663,1663.0,668
498,2433,1140,1140.0,1485
3409,33,1350,1350.0,25
3417,1663,1715,1715.0,164
3456,3049,2978,2978.0,1545
3461,2021,1266,1266.0,516
3479,2946,498,2946.0,1558
3495,2820,1671,1671.0,176
3542,970,59,970.0,687
3597,2998,3142,3142.0,341
3611,760,1186,760.0,519
3649,1217,237,237.0,1506
3294,3029,2562,,661
3344,79,496,496.0,1053
459,502,1487,1487.0,249
439,1948,2637,2637.0,668
3376,1487,617,617.0,105
3433,61,1033,61.0,1492
3481,2687,334,2687.0,1558
3525,2559,280,280.0,418
3536,1375,1908,,1547
3295,2617,742,2617.0,594
3336,1523,2958,2958.0,111
3394,2635,591,2635.0,711
440,2043,2431,2431.0,124
453,2826,1966,2826.0,249
505,766,1629,1629.0,1478
3402,2546,1302,2546.0,25
3429,581,3079,3079.0,1492
3451,379,1464,1464.0,1545
3472,2431,2699,2431.0,1558
3511,143,324,324.0,155
3534,518,2056,2056.0,1547
3570,429,2086,,1230
3585,542,556,556.0,341
3628,2585,182,182.0,145
3636,2082,130,2082.0,368
3296,2823,1240,1240.0,246
3333,1531,1852,1531.0,111
480,480,110,480.0,19
442,1205,3124,1205.0,238
3349,1144,734,734.0,680
3370,895,162,162.0,105
3398,796,424,796.0,25
3428,2156,881,881.0,1492
3449,796,890,796.0,1545
3468,2627,1779,1779.0,516
3510,2820,1148,2820.0,155
3523,1423,2078,1423.0,418
3545,2902,32,32.0,687
3581,1075,1889,1889.0,480
3626,2956,905,905.0,145
3660,2062,2535,2062.0,437
3298,2227,839,2227.0,246
443,1906,231,1906.0,238
3372,1906,1558,1906.0,105
3385,2741,637,637.0,57
3471,1252,1148,1252.0,516
3519,2621,2431,2431.0,418
3552,1816,1889,1816.0,687
3559,1930,2653,2653.0,1354
3567,2156,2721,2156.0,1230
3620,1443,1921,1921.0,519
3299,2379,2054,2379.0,246
3331,619,722,722.0,749
3350,2591,1727,1727.0,1053
482,3037,1453,1453.0,249
496,534,448,448.0,1485
445,1348,680,1348.0,1520
3412,2910,881,2910.0,711
3448,2683,3027,2683.0,1510
3465,2751,1764,2751.0,516
3502,776,150,150.0,176
3514,2198,187,187.0,155
3527,808,180,808.0,418
3576,590,1212,1212.0,480
3593,590,243,243.0,341
3647,1878,2365,2365.0,1506
3300,1061,2130,1061.0,594
3322,986,2820,2820.0,749
488,3190,2829,2829.0,19
446,2778,2489,2489.0,238
3434,556,2317,556.0,1492
3473,381,1663,1663.0,1558
3494,268,2004,268.0,657
3632,818,2209,2209.0,145
3301,2823,262,2823.0,594
3329,670,773,670.0,111
447,2617,907,907.0,238
492,1761,2199,2199.0,591
3364,1111,603,603.0,691
3392,389,2429,2429.0,57
3420,3023,1619,1619.0,164
3463,470,2148,2148.0,516
3498,1906,1023,1906.0,176
3509,718,905,905.0,155
3521,1921,2285,1921.0,418
3529,205,2026,205.0,1547
3543,1562,3001,3001.0,687
3557,1110,1621,1110.0,1354
3596,2323,3068,3068.0,341
3604,1467,2511,1467.0,66
3656,1921,1419,1419.0,1506
3302,2525,1061,2525.0,246
3355,861,893,893.0,1053
3373,1870,637,637.0,105
491,2796,3146,2796.0,365
481,2823,1605,2823.0,591
450,2094,2776,2094.0,1539
3399,3196,1294,3196.0,25
3422,1683,819,1683.0,164
3470,2427,130,130.0,516
3491,3193,2978,2978.0,657
3586,3007,1574,3007.0,480
3624,933,2653,2653.0,145
3303,877,1639,877.0,594
3343,1816,1719,1719.0,680
3388,308,1507,308.0,57
470,766,3206,766.0,174
478,2796,476,476.0,1485
452,839,1023,839.0,1539
3421,2287,905,905.0,164
3443,78,1946,1946.0,1510
3493,1240,1068,1068.0,176
3516,2241,5,2241.0,155
3518,1685,3081,3081.0,418
3555,3067,2647,2647.0,1354
3577,2359,403,403.0,1230
3651,2102,732,2102.0,1506
3306,2469,1105,1105.0,594
3334,1242,1784,1242.0,111
3419,2853,1621,1621.0,164
3447,1968,1998,1968.0,1510
3466,2902,782,2902.0,516
3517,2661,352,2661.0,155
3614,1876,2297,1876.0,519
3622,1210,2317,2317.0,145
3650,2505,516,516.0,1506
3308,1346,1523,1523.0,594
3319,2950,1111,1111.0,749
3335,654,2776,654.0,111
3352,670,2,670.0,680
3400,5,3162,3162.0,25
3450,2919,116,116.0,1545
3531,2111,1715,1715.0,1547
3551,379,2994,379.0,687
3583,2258,1210,1210.0,480
3634,1795,63,63.0,368
539,2583,2249,,87
538,2563,1629,1629.0,87
540,336,2097,336.0,538
622,2495,2515,2495.0,590
611,573,2637,573.0,590
570,1286,1906,1286.0,653
575,673,2829,2829.0,653
581,1754,40,1754.0,698
569,2934,2118,2118.0,1477
607,1924,253,1924.0,1470
3317,1775,1394,1775.0,89
3325,1668,2142,2142.0,749
3345,2466,282,282.0,1053
3361,2826,1163,2826.0,680
613,661,2158,661.0,22
541,2297,955,2297.0,87
572,20,2124,20.0,1477
585,352,2546,2546.0,1470
3401,1514,931,1514.0,25
3425,1876,2042,2042.0,164
3497,3218,2303,2303.0,176
3512,2075,2408,2408.0,155
3554,2044,2429,2429.0,687
3561,2592,748,2592.0,1354
3569,1885,2936,2936.0,1230
3588,448,1689,1689.0,480
3621,395,1695,395.0,519
3661,1200,2483,1200.0,437
3686,63,34,63.0,1570
3694,1257,1098,1257.0,404
619,1958,2215,1958.0,22
542,1195,1392,1392.0,87
587,78,2170,78.0,171
3713,2541,2086,2086.0,121
3756,2358,3132,3132.0,887
3762,655,2189,655.0,336
3787,1061,2130,1061.0,214
3810,2968,2958,2968.0,676
3826,180,2930,180.0,163
3870,3004,2686,3004.0,601
3898,1838,2285,1838.0,640
3913,3170,10,10.0,73
3937,2820,808,808.0,1458
3969,766,1581,766.0,1441
4015,2154,2074,2154.0,1504
4040,2223,2134,2134.0,684
3662,2782,1260,1260.0,437
3684,2186,2269,2269.0,1570
3703,831,1679,831.0,121
3729,1337,1764,1764.0,832
580,1771,1587,1587.0,171
543,1351,1230,1230.0,258
594,2725,2331,2331.0,590
606,1102,3146,3146.0,1305
3775,1068,2705,1068.0,1517
3782,1816,1471,1816.0,214
3803,1163,2056,1163.0,383
3821,3170,1162,3170.0,163
3845,304,955,304.0,125
3862,1186,180,180.0,601
3949,170,1240,1240.0,1456
4051,680,1779,680.0,684
4063,476,2322,476.0,1491
3663,2295,3033,3033.0,437
3711,2213,1116,1116.0,121
3733,8,1663,1663.0,832
544,2998,654,654.0,87
595,669,231,669.0,590
573,344,2820,2820.0,1477
3742,658,2483,2483.0,848
3753,1889,694,1889.0,887
3758,2541,2285,2285.0,336
3784,2525,2780,2525.0,214
3804,2314,2279,2279.0,383
3824,1940,2908,1940.0,163
3834,548,1906,1906.0,1038
4013,658,570,570.0,1504
4049,1483,2411,2411.0,38
4081,2156,1906,2156.0,464
3664,1469,1776,1469.0,437
3674,2607,3047,2607.0,396
3700,488,284,488.0,404
565,2689,673,2689.0,171
604,2363,1105,2363.0,292
545,2342,2527,2342.0,698
3722,1787,150,150.0,225
3815,533,3059,533.0,163
3840,1206,1501,1206.0,125
3871,990,1629,1629.0,601
3896,1101,615,615.0,305
3906,2156,788,2156.0,640
3941,684,3077,684.0,1458
3968,1392,2489,2489.0,1264
3985,2379,2054,2054.0,587
3993,956,1242,1242.0,226
4014,831,1337,1337.0,632
4090,1286,268,268.0,464
3665,2043,280,2043.0,437
3691,2353,1152,2353.0,404
546,160,231,231.0,258
610,1687,905,905.0,1470
3705,30,3098,30.0,121
3712,1761,2524,1761.0,225
3724,490,2948,2948.0,832
3805,3193,1816,1816.0,676
3885,1723,3134,1723.0,199
3935,2014,86,2014.0,1458
3960,1605,768,768.0,578
3999,1838,1591,1838.0,89
4006,101,492,492.0,1504
4020,702,2952,702.0,632
4065,2617,1968,1968.0,1574
4083,1003,2134,2134.0,464
3666,1395,1673,1395.0,437
3669,410,1438,410.0,396
3685,1230,2562,2562.0,1570
612,530,187,530.0,22
547,1973,3064,1973.0,258
577,1822,2052,2052.0,698
3692,1707,603,603.0,404
3788,2257,1659,2257.0,383
3823,1101,182,182.0,163
3857,1930,3021,1930.0,716
3863,1451,229,1451.0,601
3886,1819,2489,2489.0,305
3911,2369,1671,1671.0,589
3974,3045,1531,3045.0,1264
4001,790,2562,790.0,89
4030,1387,1527,1387.0,684
4037,2507,2116,2116.0,684
3667,3092,1425,3092.0,437
3675,2744,1411,1411.0,396
3696,702,2573,2573.0,404
584,2507,2745,2507.0,171
548,2567,1661,1661.0,1477
624,1785,2719,2719.0,1505
3718,766,1721,766.0,225
3766,1787,1701,1787.0,336
3768,1465,2786,2786.0,1517
3861,5,2321,5.0,716
3869,1049,982,982.0,601
3916,742,603,603.0,589
3939,2960,2394,2960.0,73
3955,1565,2249,2249.0,578
3988,1707,1906,1707.0,587
3990,291,1906,1906.0,226
4043,237,109,109.0,38
4068,2387,257,257.0,1574
3668,3221,1789,1789.0,437
3698,3190,2073,2073.0,404
3730,217,955,217.0,832
3743,2433,833,833.0,848
549,1396,1986,1986.0,258
592,308,707,707.0,590
567,2824,1353,2824.0,653
603,3080,1838,1838.0,1305
3772,1733,2553,2553.0,1517
3794,2635,180,180.0,383
3828,217,2297,2297.0,1038
3839,308,2269,308.0,125
3878,841,1337,1337.0,601
3919,108,2186,2186.0,589
3962,2218,2186,2186.0,1441
4032,3156,2687,2687.0,38
4046,1785,2367,2367.0,38
4053,1369,2451,2451.0,1491
4070,670,2910,2910.0,1574
3670,2782,1260,,396
