id,fighter1_id,fighter2_id,winner_id,event_id
7297,1921,2086,1921.0,513
7343,5514,5515,5515.0,229
7386,3346,52,52.0,1488
7417,3909,4822,3909.0,706
7455,97,2070,2070.0,842
7473,2070,1898,1898.0,1450
7495,5145,1993,1993.0,957
7579,3462,5040,5040.0,16
7587,2086,820,2086.0,142
7635,1389,739,739.0,794
7663,1993,2130,1993.0,231
7708,5264,5265,5265.0,112
7725,869,1225,869.0,59
2270,1131,603,1131.0,18
2286,1005,3116,3116.0,599
2299,502,1705,502.0,535
2325,861,1784,1784.0,1061
84,673,3060,673.0,20
55,130,334,130.0,144
43,2978,718,2978.0,818
42,889,2217,2217.0,1478
2335,502,516,516.0,645
2375,2686,879,2686.0,366
2415,895,2657,895.0,1549
2443,1165,1852,1852.0,1529
2471,2539,1079,1079.0,1056
2498,2591,2279,2591.0,150
2527,921,455,455.0,547
2555,1571,2438,1571.0,150
2577,531,496,531.0,614
6913,4112,5316,4112.0,993
6950,3781,2745,2745.0,667
6997,3731,4053,4053.0,1136
7007,1168,2425,1168.0,282
7037,1985,1437,1985.0,182
7140,2632,213,2632.0,1083
7181,290,3229,3229.0,643
7230,3456,3457,3456.0,1176
7238,4311,1234,1234.0,780
7259,2263,3489,2263.0,613
7312,353,2908,353.0,1509
7323,3755,3358,3358.0,800
7349,2868,1170,2868.0,1089
7359,3739,3673,3673.0,702
7409,1445,4990,4990.0,74
7437,3350,738,738.0,1044
7480,925,3105,3105.0,1310
7496,5145,1650,5145.0,1063
7509,3180,3430,3430.0,1412
7522,3734,4256,4256.0,1590
7576,3802,3126,3802.0,1333
7600,4776,1100,1100.0,1025
7609,176,4955,176.0,43
7619,5392,2556,2556.0,188
7652,5242,1923,1923.0,318
7670,3942,3943,3942.0,1455
7672,3234,3514,3234.0,1096
7714,1659,2400,1659.0,580
2271,464,766,766.0,494
44,2401,1998,1998.0,818
2290,2493,1461,1461.0,599
2312,1818,2269,2269.0,190
2318,2440,290,290.0,104
2328,3052,879,879.0,151
2355,952,1205,952.0,481
2426,1216,962,962.0,392
2464,1808,333,1808.0,1498
2495,485,2313,2313.0,1047
2528,1661,1703,1661.0,67
2551,2796,1707,1707.0,1047
2576,1111,573,573.0,150
6917,3474,2594,2594.0,706
6941,4470,5326,5326.0,1586
7020,595,1779,1779.0,360
7027,1219,4,1219.0,807
7065,1358,5304,1358.0,314
7106,577,3711,3711.0,1223
7220,780,5320,780.0,940
7237,3456,4742,,1372
7293,4656,1799,1799.0,762
7317,4724,4725,4725.0,1259
7324,3855,3514,3855.0,1338
7355,233,4862,233.0,1598
7433,3185,2558,2558.0,753
7436,3350,3575,3350.0,1398
7516,1340,2475,2475.0,838
7527,2138,2140,2138.0,1271
7545,3592,2085,2085.0,1104
7563,4306,4307,4307.0,1222
7574,3462,3544,3544.0,1059
7590,5489,1170,1170.0,937
7601,4776,1100,1100.0,1079
7633,1389,3224,1389.0,696
7641,4086,3060,4086.0,45
7678,3296,3270,3270.0,291
7686,3465,3352,3352.0,268
7698,4366,874,4366.0,870
7728,3823,191,191.0,993
2273,2415,638,,486
2284,1439,704,1439.0,599
2294,1934,2275,1934.0,352
74,3041,2158,3041.0,698
47,2180,353,353.0,818
45,923,1183,1183.0,1478
2306,760,2165,760.0,808
2319,1216,797,1216.0,104
2327,1451,182,,151
2341,1206,2874,1206.0,481
2408,363,812,812.0,1549
2468,2313,603,603.0,281
2504,2796,1493,2796.0,261
2530,476,1531,476.0,346
2554,2679,2776,2776.0,1549
6920,3179,2220,3179.0,248
6933,3857,3858,3857.0,345
6959,4244,4245,4244.0,701
7058,5327,2989,5327.0,1586
7082,2852,1689,1689.0,1405
7086,135,2760,135.0,1001
7090,4562,2066,2066.0,170
7114,3225,907,907.0,714
7175,2691,1105,2691.0,1002
7191,228,150,150.0,193
7209,5269,5270,5270.0,112
7217,907,3407,907.0,309
7235,58,1815,58.0,148
7243,2018,2600,2018.0,964
7261,3326,3327,3327.0,841
7278,3497,3498,3498.0,351
7285,2589,1898,2589.0,1582
7338,263,1069,263.0,517
7389,1635,727,1635.0,670
7440,3350,2962,3350.0,1104
7471,2020,7,7.0,458
7508,4598,3965,4598.0,892
7536,91,4205,91.0,427
7552,2519,1107,1107.0,1298
7585,2086,740,740.0,995
7612,176,3549,176.0,941
7651,4643,3850,4643.0,759
7658,2556,4729,2556.0,1582
7703,2873,1114,2873.0,1452
7711,1659,1685,1659.0,964
2274,429,1723,1723.0,494
2285,1212,393,1212.0,599
2296,1487,2958,1487.0,535
70,609,810,609.0,144
48,650,657,657.0,1589
49,1304,1192,1304.0,1589
2309,410,628,410.0,826
2333,1612,1222,1222.0,645
2381,992,1705,1705.0,547
2406,1206,2705,1206.0,1549
2444,952,1346,1346.0,344
2489,2820,907,907.0,1062
2522,2890,839,839.0,67
2546,2539,2721,2721.0,1062
2568,2,982,982.0,230
6937,4332,1918,4332.0,541
6972,1117,2453,1117.0,638
7012,2827,4883,4883.0,1376
7028,5457,5458,5457.0,389
7035,1985,263,263.0,170
7085,5372,2317,2317.0,977
7092,3584,4981,3584.0,853
7104,5393,4585,4585.0,712
7134,4709,3746,3746.0,312
7144,713,911,911.0,489
7236,58,206,58.0,169
7267,886,904,904.0,636
7280,2318,327,2318.0,189
7303,1921,716,716.0,1310
7304,3887,3888,3887.0,671
7321,426,1381,426.0,63
7339,263,1437,263.0,328
7374,4010,4011,4010.0,1242
7382,1158,2186,2186.0,140
7404,2607,3583,3583.0,886
7431,701,1781,701.0,180
7447,5110,5116,5110.0,1576
7469,2595,118,118.0,13
7556,4153,1278,1278.0,1525
7570,1716,1292,1292.0,1271
7618,2062,2616,2616.0,7
2275,808,1719,808.0,494
2289,1557,2707,2707.0,599
50,123,3181,3181.0,19
76,92,2300,92.0,20
2315,464,5,5.0,190
2331,2990,1787,2990.0,645
2348,1242,2804,1242.0,481
2412,1531,744,1531.0,1549
2439,2168,1737,1737.0,1529
2473,1185,2591,1185.0,520
2496,2950,812,2950.0,261
2532,1532,2394,1532.0,346
2559,1547,2872,,547
6955,4433,1799,1799.0,884
6960,4182,3106,3106.0,914
6988,2075,568,,285
7002,3,1437,3.0,797
7006,1168,3270,1168.0,303
7032,4720,2423,4720.0,1344
7053,2219,901,901.0,191
7080,2852,3082,2852.0,651
7117,1256,7,7.0,1349
7154,3129,1519,3129.0,434
7184,3264,3267,3264.0,607
7227,58,208,208.0,11
7252,4085,4228,4228.0,639
7298,1921,3493,3493.0,455
7351,2868,2086,2868.0,958
7383,112,2181,112.0,1163
7450,5355,706,706.0,411
7505,2838,3216,3216.0,1297
7524,3382,2979,2979.0,857
7588,5561,1650,5561.0,286
7591,985,1461,1461.0,466
7623,3632,2709,3632.0,484
7690,3465,4577,3465.0,1011
7713,1659,1603,1659.0,708
2276,2780,1719,2780.0,866
2305,1552,1810,1810.0,535
2316,2223,929,2223.0,190
51,1970,323,1970.0,19
59,1568,446,446.0,698
79,2128,2082,2082.0,811
2351,940,812,812.0,481
2400,1707,603,1707.0,547
2437,1870,1818,1818.0,264
2465,1719,1689,1689.0,520
2488,363,3146,3146.0,1047
2526,1707,2983,1707.0,67
2552,2525,895,2525.0,725
7346,2868,3010,2868.0,727
7395,1033,1111,1033.0,14
7434,3185,413,413.0,1385
7449,4937,1491,1491.0,1404
7457,1347,1225,1347.0,953
7474,2070,5567,2070.0,738
7513,3180,2556,3180.0,1495
7561,1851,2546,1851.0,290
7565,2375,3061,3061.0,1021
7625,1116,3364,1116.0,1370
7697,4366,3270,3270.0,312
2282,353,2972,353.0,522
52,71,2411,71.0,1589
2297,891,229,891.0,535
2314,2152,117,117.0,190
2320,2802,1818,2802.0,104
2329,373,423,373.0,588
2358,3122,744,3122.0,481
2395,336,718,718.0,547
2432,1053,1533,1533.0,392
2475,790,2130,,1056
2514,822,231,231.0,150
2537,2840,2802,2802.0,614
2561,1645,2705,2705.0,547
7720,893,2655,2655.0,1405
2283,1820,229,229.0,544
2301,1645,2223,2223.0,535
63,1057,1962,1057.0,698
53,983,2048,983.0,1589
2342,2489,2142,2142.0,481
2372,2950,2072,2950.0,366
2404,1242,742,1242.0,1549
2457,1532,1615,1615.0,1498
2484,1453,3177,1453.0,545
2500,1310,531,1310.0,150
2529,1946,2429,1946.0,366
2567,986,669,986.0,264
7730,2688,2616,2688.0,958
7779,3798,3575,3798.0,1428
7813,4634,4635,4635.0,1104
7920,1567,162,162.0,149
7947,398,2163,2163.0,1098
7991,2152,1461,1461.0,658
8061,1607,1530,1607.0,1411
8105,2912,1533,1533.0,954
8136,2786,3402,2786.0,1519
8180,738,3790,738.0,1133
8284,2334,1997,1997.0,320
8291,4675,3546,4675.0,1588
8297,1697,819,1697.0,529
8303,2493,4142,4142.0,567
8340,3850,3851,3851.0,630
8348,1747,2233,1747.0,1299
2288,1295,748,748.0,599
2307,2165,929,2165.0,535
72,648,702,648.0,144
54,438,367,438.0,1478
2317,2637,2872,2872.0,190
2334,1061,790,790.0,588
2353,2796,1531,2796.0,481
2376,1185,229,229.0,366
2399,2973,879,879.0,1549
2438,1833,351,351.0,264
2461,3029,3142,3142.0,520
2486,2721,879,879.0,545
2512,2805,172,172.0,725
2543,308,1163,308.0,264
2578,308,2725,308.0,725
7731,3801,4701,4701.0,1312
7742,3498,4159,3498.0,1587
7747,266,3485,3485.0,340
7760,3458,3459,3458.0,1176
7773,3874,3237,3874.0,284
7783,4578,3358,4578.0,1201
7790,3485,2711,3485.0,81
7796,832,3965,832.0,313
7836,5177,3441,3441.0,720
7889,3237,4036,3237.0,49
7901,814,1415,1415.0,131
7906,154,3752,154.0,1057
7913,3601,4653,3601.0,1260
7932,4249,4252,4252.0,53
7997,327,1815,1815.0,513
8003,1499,3973,1499.0,429
8057,1607,1316,1607.0,412
8076,3385,1745,3385.0,1046
8141,1170,3397,1170.0,944
8160,617,3081,3081.0,923
8174,421,1020,421.0,758
8260,2675,1828,2675.0,1162
8272,1828,1491,1491.0,1067
8275,809,1461,1461.0,912
8302,1342,1695,1342.0,1100
8344,5377,2118,2118.0,789
8360,1533,522,1533.0,311
2298,2870,301,2870.0,599
56,2481,2148,2481.0,1589
2308,392,495,392.0,808
2324,3171,566,566.0,1061
2336,666,92,92.0,660
2360,2379,2285,2285.0,481
2394,2826,1615,2826.0,547
2429,2156,776,776.0,392
2479,2449,839,839.0,1056
2513,2307,197,197.0,725
2544,1995,2541,2541.0,1529
7732,3801,2800,3801.0,1333
7761,3144,456,456.0,580
7781,3798,5070,3798.0,263
7791,3485,2711,,1439
7797,3481,2239,2239.0,1483
7806,1022,3239,1022.0,378
7837,3575,3793,3793.0,1133
7893,3237,1981,3237.0,323
7931,5016,5017,5016.0,837
7984,3455,2728,3455.0,1431
8012,642,4093,4093.0,1395
8062,1607,2087,1607.0,181
8088,4162,2047,2047.0,1493
8090,668,4563,4563.0,188
8126,406,872,406.0,387
8139,1170,3270,3270.0,1029
8147,3500,3631,3631.0,228
8205,544,1962,1962.0,740
8214,5095,5096,5096.0,839
8252,507,1234,1234.0,1277
8263,3358,3546,3358.0,1411
8354,1624,561,1624.0,311
8361,4252,1388,4252.0,695
2340,599,1661,599.0,392
57,2082,792,792.0,1589
2356,2313,800,2313.0,1193
2382,1351,265,1351.0,346
2417,1394,998,998.0,264
2434,2802,2195,2802.0,1498
2466,707,255,255.0,520
2507,1980,2118,2118.0,725
2536,1061,3229,1061.0,230
7733,2475,1533,2475.0,964
7799,2455,1499,1499.0,328
7809,5246,3305,3305.0,92
7823,1148,573,1148.0,1131
7828,4287,1828,1828.0,1142
7845,742,2821,,719
7858,4272,4273,4273.0,385
7865,1162,4338,1162.0,988
7886,3375,3376,3375.0,692
7926,2489,1515,2489.0,792
7996,2908,1695,2908.0,1092
7998,346,2373,2373.0,922
8045,3720,2821,3720.0,1560
8048,5149,3358,3358.0,31
8082,999,4005,999.0,323
8193,3311,3973,3311.0,421
8221,4003,208,208.0,854
8304,2616,2707,2707.0,923
8313,4327,2431,2431.0,767
8328,4565,5399,4565.0,1450
2343,1707,968,968.0,110
2362,1346,893,1346.0,1193
78,1631,1627,1627.0,811
58,627,2048,2048.0,1478
2380,2487,808,808.0,346
2403,2525,1689,2525.0,614
2441,1838,1079,1838.0,230
2472,776,231,776.0,1056
2494,1049,1872,1049.0,150
2517,1451,1804,1804.0,1527
2549,2823,714,2823.0,545
2573,2805,16,2805.0,264
7734,2475,198,2475.0,740
7754,164,2377,164.0,656
7763,2889,4528,2889.0,1495
7833,2405,1697,2405.0,1614
7879,2903,118,118.0,138
7884,4113,3060,3060.0,1065
7909,3596,3597,3597.0,1489
7921,3383,1997,1997.0,1314
7946,398,4559,4559.0,1316
8036,1363,612,1363.0,785
8156,607,265,265.0,390
8190,2800,5224,2800.0,705
8253,199,2707,2707.0,1519
8261,4474,4025,4025.0,972
8301,1491,278,1491.0,954
8312,5146,5147,5146.0,1063
8320,2373,1815,2373.0,703
2344,2309,2721,2721.0,110
61,652,2468,652.0,1589
2378,2281,2573,2281.0,971
2398,188,968,968.0,1527
2433,1741,1453,1741.0,264
2458,1236,136,136.0,520
2499,2562,637,2562.0,261
2525,1507,838,1507.0,614
2581,268,2151,268.0,392
7735,4027,2709,2709.0,53
7825,2091,2038,2038.0,529
7859,1775,235,1775.0,922
7867,3719,3682,3682.0,891
7870,215,3601,215.0,765
7895,3237,668,3237.0,1495
7925,1986,265,265.0,15
7930,3011,3999,3999.0,101
7966,3537,1053,1053.0,556
8028,1274,7,7.0,1454
8037,4396,3900,3900.0,1186
8069,3054,1643,3054.0,1455
8122,1444,2200,2200.0,1119
8138,4616,3528,3528.0,766
8184,3388,1982,1982.0,882
8192,2800,2581,2581.0,149
8224,2117,5184,2117.0,720
8267,222,522,522.0,388
8294,110,3038,3038.0,536
8333,2068,3105,2068.0,1495
2345,654,1260,654.0,110
2366,677,455,455.0,1193
68,1219,946,946.0,144
62,379,3027,3027.0,1478
2407,340,2776,2776.0,1527
2445,986,1199,1199.0,1529
2485,1061,2429,1061.0,1062
2509,1741,2469,1741.0,1193
2535,188,381,188.0,520
2575,2227,2820,2227.0,1527
7736,2531,1045,1045.0,678
7756,2769,1099,1099.0,1031
7778,3404,4000,3404.0,126
7789,3485,1844,3485.0,876
7795,832,3329,832.0,312
7817,1148,1225,1148.0,11
7843,3575,1007,3575.0,245
7851,3216,740,740.0,282
7861,1477,2854,2854.0,1307
7868,4319,4320,4320.0,734
7928,1208,1689,1208.0,433
7933,4249,4875,4249.0,1424
7939,284,5396,284.0,181
8019,3061,2581,2581.0,988
8033,550,2066,2066.0,1450
8097,740,2616,740.0,1021
8134,874,1781,874.0,1518
8148,3740,3741,,897
8181,3426,3546,3546.0,51
8188,3236,1709,3236.0,992
8293,3466,3467,3467.0,1158
8346,2707,3081,3081.0,86
8353,1703,162,162.0,988
8357,4440,2989,2989.0,948
8363,637,4883,637.0,1386
2346,923,183,923.0,836
2364,2489,282,2489.0,1193
77,1751,2719,2719.0,811
64,3140,2421,3140.0,1478
2385,2525,162,2525.0,346
2418,1637,2429,2429.0,614
2450,2433,2054,2054.0,1498
2490,1262,2983,1262.0,1047
2524,2823,373,2823.0,547
2560,369,990,990.0,725
7737,3626,1170,3626.0,1054
7757,3630,3631,3630.0,1046
7777,5547,5548,5547.0,269
7842,3575,1813,3575.0,788
7857,727,153,727.0,397
7871,1799,1957,1799.0,710
7877,2760,3466,2760.0,1039
7894,3237,4563,3237.0,1534
7945,3387,3388,3387.0,1507
7959,1844,1533,1533.0,1546
7985,3455,2551,2551.0,1248
8013,3072,3441,3072.0,101
8044,3720,634,634.0,1393
8080,1719,2707,2707.0,517
8159,617,222,617.0,294
8228,2705,3006,2705.0,204
8251,5448,5449,5448.0,389
8308,1455,3366,3366.0,55
8316,4327,927,927.0,579
8323,3118,717,,1232
2347,680,1049,680.0,836
66,2205,2211,2211.0,1478
2370,990,3039,3039.0,1193
2388,3146,2054,3146.0,1527
2424,2617,163,2617.0,1529
2462,2890,2072,2072.0,281
2503,742,2874,742.0,261
2569,1816,1394,1816.0,725
7738,5292,3902,3902.0,1611
7740,3498,1957,1957.0,638
7805,1022,3712,1022.0,643
7831,2,7,7.0,911
7873,1799,2908,1799.0,642
7880,3967,3467,3467.0,890
7905,4701,3354,3354.0,1398
7907,1210,4995,1210.0,186
7995,2908,1743,2908.0,191
8007,4192,2304,2304.0,413
8021,1725,3968,1725.0,890
8039,891,1747,891.0,466
8064,1607,1053,1607.0,328
8085,2057,4140,2057.0,408
8110,5017,5088,5088.0,920
8112,4050,4051,4050.0,213
8157,617,1705,1705.0,70
8179,262,3521,262.0,1017
8198,3229,2657,3229.0,1559
8234,4039,4040,4039.0,60
8241,4036,2431,2431.0,220
8256,1878,4025,1878.0,1584
8265,456,148,148.0,974
8332,4549,4735,4549.0,1582
2349,1783,2176,2176.0,836
67,2327,3054,3054.0,1589
2374,2721,1671,1671.0,1193
2392,308,998,308.0,1527
2419,2072,603,603.0,264
2453,1475,200,200.0,1498
2483,2152,2872,2872.0,1047
2506,610,445,445.0,67
2534,2490,1893,1893.0,1529
2562,1637,2657,1637.0,150
7739,2745,3060,2745.0,450
7751,706,3399,706.0,496
8009,2423,2212,2423.0,523
8015,3902,3475,3475.0,1140
8029,1274,3660,1274.0,243
8047,3232,3889,3232.0,1344
8049,4819,104,104.0,1447
8086,2057,4274,2057.0,1469
8106,2912,617,2912.0,546
8123,874,5130,874.0,793
8143,2340,4696,2340.0,1279
8173,421,2365,421.0,328
8186,2200,1527,1527.0,706
8287,148,208,208.0,916
8292,110,4883,110.0,1025
8335,172,2130,2130.0,523
2352,2687,2365,2365.0,196
69,1188,476,476.0,698
2373,3148,3041,3148.0,322
2393,986,839,839.0,1527
2427,1498,49,49.0,1529
2451,776,1707,1707.0,281
2481,1346,573,573.0,1062
2515,1346,3186,1346.0,366
2556,2017,172,172.0,1056
2574,1808,1982,1808.0,614
7741,3498,5376,3498.0,1535
7759,2583,927,2583.0,1034
7768,3429,3538,3429.0,509
7775,178,3741,178.0,32
7816,1148,3939,1148.0,932
7834,4610,4107,4107.0,756
7908,1210,2214,2214.0,195
7911,1503,1743,1743.0,203
7980,2954,1491,1491.0,1093
8020,4571,1779,1779.0,1086
8024,3605,1607,1607.0,913
8095,740,617,740.0,359
8108,2864,1342,1342.0,1034
8117,4280,812,812.0,925
8132,406,3493,406.0,351
8135,3764,3467,3467.0,969
8163,617,4209,617.0,457
8219,2581,1685,2581.0,1234
8223,4003,3270,3270.0,870
8245,2645,148,148.0,441
8269,1828,4093,4093.0,1436
2354,3210,130,3210.0,836
71,2435,1299,1299.0,144
2390,1061,895,1061.0,346
2431,1185,1451,1451.0,614
2452,1230,334,1230.0,281
2470,2412,2489,2489.0,545
2501,2567,16,16.0,261
2539,2541,1737,2541.0,281
7743,3498,406,406.0,208
7766,2336,3850,2336.0,1336
7787,3485,3790,3790.0,1444
7794,3126,3824,3824.0,1444
7885,4008,4009,4009.0,1242
7934,2521,2382,2521.0,935
7955,3440,208,208.0,932
7963,1824,1743,1743.0,912
7979,2954,2483,2483.0,958
8065,519,198,519.0,850
8083,999,242,242.0,1076
8099,2400,311,,166
8101,634,4465,634.0,996
8133,874,3493,874.0,298
8142,3799,3800,3799.0,1333
8152,5531,5532,5532.0,269
8166,2655,1998,1998.0,1081
8226,4915,2700,4915.0,1408
8258,3927,3918,3927.0,283
8299,1472,4544,4544.0,1289
8326,5169,4544,4544.0,210
8329,7,1461,7.0,842
8375,2431,3257,2431.0,621
2357,1246,292,292.0,879
2377,2369,2874,2874.0,346
2397,907,2186,907.0,1527
2421,2567,3037,2567.0,264
2435,2,2334,2.0,281
2454,1599,2874,2874.0,520
2493,1838,2721,2721.0,1047
2521,1661,2827,1661.0,547
2558,49,180,180.0,545
7744,3498,820,820.0,349
7762,3364,2699,2699.0,886
7784,4870,3880,3880.0,1394
7824,1148,3440,3440.0,1518
7839,3575,5030,5030.0,244
7850,3216,4347,3216.0,166
7854,5436,5437,5437.0,569
7898,3796,2239,,856
7935,284,716,284.0,1289
7949,2250,617,2250.0,1281
8074,2333,179,2333.0,142
8128,874,456,874.0,430
8144,198,2118,2118.0,704
8162,617,2616,617.0,654
8178,1136,3812,1136.0,1137
8183,311,1329,1329.0,430
8204,4695,3677,4695.0,1129
8250,5333,2735,5333.0,475
8255,2483,1491,2483.0,1519
8280,2326,148,148.0,1228
8289,423,4543,4543.0,203
8310,1455,7,7.0,476
8367,5466,4813,4813.0,774
8370,819,1527,,751
2359,183,1222,1222.0,879
